Index;Mean;Q0;Q2.5;Q97.5;Q100
GPP;55,84117495;47,19305913;47,35458738;61,40115429;61,75503638
BP;0,975452548;0,526660702;0,546752283;1,524177564;1,992098509
Egestion;7,095317394;2,37730545;3,048454276;11,57260632;12,0455351
Respiration;26,52293387;21,7961125;21,94977248;29,33501583;29,44179621
