Index;Mean;Q0;Q2.5;Q97.5;Q100
GPP;320,1973559;238,1630447;239,1884702;407,233503;407,5776331
BP;5,851097253;0,005161596;0,047700048;12,09464829;12,73805494
Egestion;51,92821644;16,30867378;16,45027561;138,0971927;139,2059963
Respiration;60,66266545;43,90103839;44,21200199;84,31735349;84,60481068
