Index;Mean;Q0;Q2.5;Q97.5;Q100
GPP;139,0095744;102,7458668;113,2335955;158,11173;158,2504447
BP;1,767621358;0,030165976;0,113471979;5,038099767;7,790778418
Egestion;152,7504612;13,71321616;20,29164579;332,7380986;338,3988378
Respiration;61,15863351;50,99079796;53,47328009;76,01651139;77,80146682
