;;;;;;Bivalvia ;Obelia;Ctenophora;Cnidaria indet.;Spionidae;Bipinnaria ;Echinopluteus ;Scoloplos ;Nereis;Gastropoda;Crepidula ;Cypris ;Carcinus Zoea ;Carcinus Megalopa ;Pagurus;Lanice ;Magelona ;Appendicularia;Fritillaria;Podon;Evadne;Chaetognatha;Actiniaria 
List Ferry Terminal ;23.05.2011;55,01553;8,43990;surface - 1m;Petra Kadel;271;0;0;0;167;0;0;0;0;106;1;6;0;0;0;0;1;0;0;0;0;0;3
List Ferry Terminal ;25.05.2011;55,01553;8,43990;surface - 1m;Petra Kadel;919;1;0;0;107;2;1;0;0;53;2;4;1;0;0;0;1;0;0;2;0;0;2
List Ferry Terminal ;27.05.2011;55,01553;8,43990;surface - 1m;Petra Kadel;273;0;0;0;67;0;0;0;0;80;1;2;0;0;0;0;0;0;0;2;0;0;0
List Ferry Terminal ;30.05.2011;55,01553;8,43990;surface - 1m;Petra Kadel;19;0;0;0;37;0;0;0;0;14;0;0;0;0;0;0;1;0;0;0;0;0;0
List Ferry Terminal ;01.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;52;2;0;0;71;0;1;0;0;88;0;1;1;0;0;0;1;0;0;0;0;0;0
List Ferry Terminal ;03.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;95;0;0;0;73;0;0;0;0;101;0;1;0;0;0;1;0;0;0;0;0;0;0
List Ferry Terminal ;06.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;147;6;0;0;76;0;0;0;0;120;0;1;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;08.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;175;1;0;0;151;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;10.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;486;2;0;0;189;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;13.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;188;0;0;0;31;0;0;0;0;52;0;0;0;0;0;0;0;0;0;1;0;0;0
List Ferry Terminal ;15.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;128;1;0;0;86;0;0;0;0;27;0;0;2;0;0;0;0;3;0;6;1;0;0
List Ferry Terminal ;20.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;21;0;0;0;20;0;0;0;0;13;0;1;0;0;0;0;0;5;0;1;0;0;0
List Ferry Terminal ;22.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;175;2;0;0;154;0;0;0;0;16;5;1;6;2;0;0;0;88;0;3;6;0;0
List Ferry Terminal ;24.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;290;1;0;0;376;0;0;0;0;33;7;1;3;0;0;1;0;106;0;5;12;0;0
List Ferry Terminal ;27.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;88;0;0;0;58;0;0;0;0;18;1;0;0;0;0;0;0;12;0;2;1;0;0
List Ferry Terminal ;29.06.2011;55,01553;8,43990;surface - 1m;Petra Kadel;578;2;0;0;135;0;0;0;0;10;0;5;1;0;0;0;0;44;0;0;0;0;0
List Ferry Terminal ;01.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;455;0;0;0;54;0;0;0;0;5;0;1;2;0;0;0;0;43;0;0;0;0;0
List Ferry Terminal ;04.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;97;0;0;0;55;0;0;0;0;22;0;5;0;0;0;0;0;16;0;0;0;0;0
List Ferry Terminal ;06.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;156;0;0;0;63;0;0;0;1;24;2;4;0;0;0;0;0;4;0;0;0;0;0
List Ferry Terminal ;08.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;99;0;0;0;214;0;0;0;5;15;1;2;0;0;1;0;0;9;0;0;0;0;0
List Ferry Terminal ;11.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;51;0;0;1;131;0;0;0;2;5;1;3;0;0;0;1;0;16;0;2;0;0;0
List Ferry Terminal ;13.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;54;0;0;0;173;0;0;0;1;1;0;1;0;0;0;0;0;24;0;0;0;0;0
List Ferry Terminal ;15.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;108;0;0;0;60;0;0;0;0;2;0;0;0;0;0;1;0;29;0;0;0;0;0
List Ferry Terminal ;18.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;40;0;0;0;31;0;0;0;0;3;0;0;0;2;0;0;0;3;0;0;0;0;0
List Ferry Terminal ;20.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;57;1;0;0;196;0;0;0;0;0;2;1;0;0;0;0;0;11;0;0;0;0;0
List Ferry Terminal ;22.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;63;0;0;0;148;0;0;0;0;2;1;3;0;0;0;1;0;5;0;0;0;0;0
List Ferry Terminal ;25.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;31;0;0;0;22;0;0;0;0;3;0;1;0;0;0;0;0;6;0;0;0;0;0
List Ferry Terminal ;27.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;65;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0
List Ferry Terminal ;29.07.2011;55,01553;8,43990;surface - 1m;Petra Kadel;82;0;0;0;87;0;0;0;0;3;0;0;0;0;0;0;0;44;0;0;0;0;0
List Ferry Terminal ;03.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;63;0;0;0;34;0;0;0;0;1;1;0;0;0;0;1;0;3;0;0;0;0;0
List Ferry Terminal ;05.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;32;0;0;0;26;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0
List Ferry Terminal ;08.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;41;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
List Ferry Terminal ;10.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;98;0;0;0;346;0;0;0;1;0;0;0;0;0;0;0;0;12;0;0;0;0;0
List Ferry Terminal ;12.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;85;0;0;0;185;0;0;0;0;3;2;2;0;0;0;0;0;6;0;0;0;0;0
List Ferry Terminal ;15.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;29;0;0;1;68;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0
List Ferry Terminal ;17.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;17;0;0;0;38;0;0;0;0;0;0;2;0;0;0;1;0;9;0;0;0;0;0
List Ferry Terminal ;19.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;29;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;15;0;1;0;0;0
List Ferry Terminal ;22.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;86;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0
List Ferry Terminal ;24.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;63;0;0;0;45;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0
List Ferry Terminal ;26.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;60;0;0;0;63;0;0;0;0;2;0;0;0;0;0;0;0;17;0;0;0;0;0
List Ferry Terminal ;29.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;40;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0
List Ferry Terminal ;31.08.2011;55,01553;8,43990;surface - 1m;Petra Kadel;47;0;0;0;99;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;1;0
List Ferry Terminal ;02.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;74;1;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;05.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;33;0;0;0;81;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0
List Ferry Terminal ;07.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;28;0;0;0;36;0;0;0;0;0;1;1;0;0;0;0;0;9;0;0;0;0;0
List Ferry Terminal ;09.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;64;0;0;0;26;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;0;0;0
List Ferry Terminal ;12.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;23;0;0;0;12;0;0;0;0;1;0;1;0;0;0;0;0;6;0;0;0;0;0
List Ferry Terminal ;14.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;43;0;0;0;13;0;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;3;0
List Ferry Terminal ;16.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;22;0;0;0;34;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;19.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;28;0;0;0;53;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0
List Ferry Terminal ;21.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;14;0;0;0;17;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1
List Ferry Terminal ;23.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;9;0;0;11;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;26.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;9;0;0;0;18;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;2;0
List Ferry Terminal ;28.09.2011;55,01553;8,43990;surface - 1m;Petra Kadel;21;0;0;0;39;0;0;0;0;2;0;0;0;0;0;0;0;3;1;0;0;0;0
List Ferry Terminal ;03.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;108;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;15;8;0;0;1;0
List Ferry Terminal ;05.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;116;0;0;0;11;0;0;0;0;1;0;2;0;0;0;0;0;17;2;0;0;0;0
List Ferry Terminal ;07.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;119;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;12;6;0;0;1;1
List Ferry Terminal ;10.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;44;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0
List Ferry Terminal ;12.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;33;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
List Ferry Terminal ;14.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;20;0;0;0;13;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;17.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;13;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
List Ferry Terminal ;19.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;21;0;0;0;5;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;2;0
List Ferry Terminal ;21.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;9;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;24.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
List Ferry Terminal ;26.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
List Ferry Terminal ;28.10.2011;55,01553;8,43990;surface - 1m;Petra Kadel;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
List Ferry Terminal ;02.11.2011;55,01553;8,43990;surface - 1m;Petra Kadel;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;09.11.2011;55,01553;8,43990;surface - 1m;Petra Kadel;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;16.11.2011;55,01553;8,43990;surface - 1m;Petra Kadel;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
List Ferry Terminal ;23.11.2011;55,01553;8,43990;surface - 1m;Petra Kadel;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
List Ferry Terminal ;30.11.2011;55,01553;8,43990;surface - 1m;Petra Kadel;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
List Ferry Terminal ;07.12.2011;55,01553;8,43990;surface - 1m;Petra Kadel;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
List Ferry Terminal ;14.12.2011;55,01553;8,43990;surface - 1m;Petra Kadel;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
List Ferry Terminal ;21.12.2011;55,01553;8,43990;surface - 1m;Petra Kadel;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
