Index;Mean;Q0;Q2.5;Q97.5;Q100
GPP;152,949697;106,5540785;111,0482481;199,6423541;200,218071
BP;2,340801756;0,022633222;0,209008714;5,915755378;7,010340316
Egestion;107,433998;9,029379346;10,78442965;181,5950557;188,4987698
Respiration;55,89352275;34,32857861;38,67980976;96,67374181;97,90750851
