Date;station;latitude;longitude;SST;salinity;pH;NH4;NO2;NO3;PO4;Si;chlorophyll a;SPM
06.05.1980;4;55,03830;8,43830;9,40;28,96;;0,20;0,45;7,83;1,65;;;3,50
06.05.1980;4;55,03830;8,43830;9,30;28,90;;0,00;0,30;9,35;1,40;;;3,50
06.05.1980;4;55,03830;8,43830;9,50;28,84;;0,35;0,40;7,20;2,05;;;3,46
06.05.1980;4;55,03830;8,43830;9,90;28,70;;0,35;0,50;10,25;1,60;;;3,54
06.05.1980;4;55,03830;8,43830;10,05;28,80;;0,20;0,65;8,13;1,85;;;3,78
06.05.1980;4;55,03830;8,43830;10,65;28,92;;1,00;0,45;5,88;1,70;;;11,14
06.05.1980;4;55,03830;8,43830;11,30;28,93;;0,35;0,40;6,55;1,40;;;6,64
06.05.1980;4;55,03830;8,43830;11,90;28,94;;1,70;0,45;7,50;2,60;;;9,50
06.05.1980;4;55,03830;8,43830;11,80;28,95;;0,70;0,45;5,28;1,90;;;9,65
06.05.1980;4;55,03830;8,43830;12,40;28,95;;0,20;0,45;5,68;2,40;;;15,45
11.06.1980;4;55,03830;8,43830;18,25;30,66;;0,60;0,30;0,60;1,85;;;34,60
11.06.1980;4;55,03830;8,43830;19,40;30,55;;2,65;0,50;0,45;1,80;;;17,75
11.06.1980;4;55,03830;8,43830;19,40;30,59;;3,10;0,51;0,25;1,62;;;16,17
11.06.1980;4;55,03830;8,43830;19,10;30,62;;2,70;0,21;0,25;1,75;;;7,85
11.06.1980;4;55,03830;8,43830;19,10;30,74;;0,30;0,30;0,25;1,50;;;8,65
11.06.1980;4;55,03830;8,43830;18,70;30,74;;0,50;0,30;0,67;1,55;;;5,80
11.06.1980;4;55,03830;8,43830;18,80;30,74;;2,75;0,31;1,05;1,60;;;4,22
11.06.1980;4;55,03830;8,43830;19,00;30,63;;0,50;0,20;0,26;1,50;;;3,72
11.06.1980;4;55,03830;8,43830;19,10;30,64;;0,50;0,50;0,35;1,61;;;3,16
11.06.1980;4;55,03830;8,43830;17,80;30,87;;0,50;0,21;0,43;1,60;;;2,76
11.06.1980;4;55,03830;8,43830;17,80;30,98;;0,75;0,21;0,50;1,58;;;3,38
11.06.1980;4;55,03830;8,43830;17,70;30,90;;1,20;0,20;0,25;1,70;;;3,04
26.06.1980;4;55,03830;8,43830;16,70;30,87;;0,45;0,26;0,25;1,59;;;4,92
26.06.1980;4;55,03830;8,43830;15,40;30,77;;1,95;0,15;0,70;2,60;;;18,05
26.06.1980;4;55,03830;8,43830;16,80;30,85;;0,50;0,25;0,30;1,59;;;4,43
26.06.1980;4;55,03830;8,43830;15,80;31,08;;1,40;0,15;0,50;1,75;;;17,35
26.06.1980;4;55,03830;8,43830;16,80;31,15;;0,75;0,25;0,27;1,65;;;4,78
26.06.1980;4;55,03830;8,43830;15,90;30,91;;1,75;0,15;0,40;1,80;;;24,65
26.06.1980;4;55,03830;8,43830;16,70;30,86;;1,25;0,26;0,30;1,65;;;5,14
26.06.1980;4;55,03830;8,43830;15,80;31,13;;1,75;0,17;0,50;1,80;;;18,28
26.06.1980;4;55,03830;8,43830;15,90;30,88;;1,00;0,15;0,45;1,75;;;11,25
26.06.1980;4;55,03830;8,43830;16,20;30,86;;1,45;0,14;0,40;1,60;;;7,32
26.06.1980;4;55,03830;8,43830;16,85;31,17;;0,90;0,26;0,24;1,65;;;4,16
26.06.1980;4;55,03830;8,43830;16,65;30,86;;0,45;0,15;0,15;1,60;;;4,66
26.06.1980;4;55,03830;8,43830;16,90;30,87;;0,45;0,20;0,15;1,59;;;2,18
12.08.1980;4;55,03830;8,43830;17,00;29,47;;0,65;0,42;1,30;2,80;;;11,40
12.08.1980;4;55,03830;8,43830;16,70;29,55;;0,40;0,42;1,80;4,10;;;24,10
12.08.1980;4;55,03830;8,43830;16,80;29,41;;0,81;1,50;1,10;3,40;;;31,50
12.08.1980;4;55,03830;8,43830;17,90;29,86;;0,20;0,42;1,00;1,10;;;3,26
12.08.1980;4;55,03830;8,43830;17,05;29,62;;0,60;0,52;1,90;3,45;;;18,10
12.08.1980;4;55,03830;8,43830;18,30;29,81;;0,75;0,27;1,40;1,24;;;2,80
12.08.1980;4;55,03830;8,43830;17,30;29,64;;0,29;0,30;1,70;2,40;;;11,02
12.08.1980;4;55,03830;8,43830;18,30;29,85;;1,60;0,22;1,55;1,10;;;2,40
12.08.1980;4;55,03830;8,43830;17,60;29,76;;0,40;0,30;1,95;1,25;;;4,46
12.08.1980;4;55,03830;8,43830;17,50;29,79;;0,39;0,36;2,10;1,24;;;3,22
12.08.1980;4;55,03830;8,43830;17,00;29,54;;0,10;0,35;1,10;3,60;;;20,70
12.08.1980;4;55,03830;8,43830;17,50;29,75;;0,39;0,30;2,00;3,00;;;6,60
12.08.1980;4;55,03830;8,43830;17,80;29,75;;1,30;0,67;1,20;1,20;;;4,14
25.08.1980;4;55,03830;8,43830;12,50;29,71;;1,30;0,36;3,20;2,60;;;26,80
25.08.1980;4;55,03830;8,43830;12,80;29,62;;1,20;0,30;4,10;4,00;;;81,60
25.08.1980;4;55,03830;8,43830;12,95;29,61;;1,20;0,40;3,80;3,05;;;98,60
25.08.1980;4;55,03830;8,43830;13,25;29,62;;0,90;0,25;3,90;3,60;;;127,60
25.08.1980;4;55,03830;8,43830;13,25;29,61;;0,91;0,35;4,40;2,30;;;82,00
25.08.1980;4;55,03830;8,43830;13,80;29,56;;0,92;0,45;4,10;1,60;;;67,20
25.08.1980;4;55,03830;8,43830;14,20;29,59;;2,00;0,27;3,60;2,39;;;83,80
25.08.1980;4;55,03830;8,43830;14,20;29,53;;0,40;0,25;3,90;4,00;;;106,40
25.08.1980;4;55,03830;8,43830;14,40;29,53;;0,40;0,36;4,41;3,00;;;161,40
25.08.1980;4;55,03830;8,43830;14,45;29,53;;0,40;0,35;3,40;2,60;;;102,00
25.08.1980;4;55,03830;8,43830;14,80;29,54;;0,10;0,46;4,20;2,39;;;73,60
25.08.1980;4;55,03830;8,43830;14,40;29,53;;0,29;0,50;3,50;3,60;;;74,60
25.08.1980;4;55,03830;8,43830;14,40;29,55;;0,00;0,40;4,15;3,70;;;68,40
24.09.1980;4;55,03830;8,43830;15,10;29,13;;0,35;0,90;7,95;3,05;;;11,45
24.09.1980;4;55,03830;8,43830;15,40;29,17;;2,75;1,00;7,10;3,35;;;13,70
24.09.1980;4;55,03830;8,43830;14,85;29,16;;0,65;0,90;7,15;3,05;;;27,50
24.09.1980;4;55,03830;8,43830;15,05;29,13;;1,30;1,42;8,49;4,30;;;34,40
24.09.1980;4;55,03830;8,43830;15,20;29,08;;3,20;1,20;7,50;3,05;;;16,40
24.09.1980;4;55,03830;8,43830;15,20;29,20;;0,82;1,10;7,55;7,70;;;32,20
24.09.1980;4;55,03830;8,43830;15,20;29,23;;1,80;1,42;7,97;4,65;;;18,67
24.09.1980;4;55,03830;8,43830;15,30;29,27;;4,70;1,42;7,39;1,75;;;20,20
24.09.1980;4;55,03830;8,43830;15,30;29,15;;0,82;4,42;12,59;4,00;;;10,49
24.09.1980;4;55,03830;8,43830;15,30;29,10;;1,30;1,55;8,10;1,75;;;10,29
24.09.1980;4;55,03830;8,43830;15,35;29,20;;0,80;1,55;7,33;3,70;;;12,56
24.09.1980;4;55,03830;8,43830;15,35;29,13;;1,60;1,55;7,33;1,75;;;7,92
24.09.1980;4;55,03830;8,43830;15,45;29,14;;1,60;1,85;9,78;3,25;;;12,93
24.11.1980;4;55,03830;8,43830;7,90;27,31;;0,80;0,76;59,62;2,25;;;18,05
24.11.1980;4;55,03830;8,43830;7,95;27,56;;0,25;0,68;63,66;2,10;;;23,40
24.11.1980;4;55,03830;8,43830;8,05;27,47;;0,80;0,95;51,03;2,08;;;24,30
24.11.1980;4;55,03830;8,43830;8,05;27,46;;0,35;0,85;41,07;2,50;;;33,80
24.11.1980;4;55,03830;8,43830;8,05;27,45;;0,60;0,50;44,75;2,10;;;27,60
24.11.1980;4;55,03830;8,43830;7,95;27,38;;0,00;0,76;39,62;2,50;;;24,90
24.11.1980;4;55,03830;8,43830;7,95;27,45;;0,35;0,85;49,58;1,62;;;23,40
24.11.1980;4;55,03830;8,43830;7,95;27,32;;0,00;0,95;48,53;1,88;;;17,60
24.11.1980;4;55,03830;8,43830;8,00;26,90;;0,00;0,85;43,58;1,62;;;10,80
24.11.1980;4;55,03830;8,43830;8,00;26,90;;1,00;0,84;40,58;1,62;;;13,60
24.11.1980;4;55,03830;8,43830;8,05;26,90;;0,60;0,95;51,03;1,88;;;15,00
24.11.1980;4;55,03830;8,43830;8,05;26,90;;0,80;0,85;48,58;2,60;;;15,10
24.11.1980;4;55,03830;8,43830;7,95;26,90;;2,05;0,68;54,66;2,60;;;16,40
24.11.1980;4;55,03830;8,43830;7,82;27,35;;1,75;0,68;67,66;2,60;;;19,50
08.12.1980;4;55,03830;8,43830;-0,60;26,50;;8,00;0,68;99,50;2,12;;;23,20
08.12.1980;4;55,03830;8,43830;-0,90;26,50;;5,60;0,50;74,00;2,12;;;23,70
08.12.1980;4;55,03830;8,43830;-0,80;25,70;;5,40;0,77;88,00;2,60;;;19,80
08.12.1980;4;55,03830;8,43830;-0,65;26,10;;0,00;0,42;73,00;2,37;;;28,60
08.12.1980;4;55,03830;8,43830;-0,20;26,10;;4,20;0,50;70,50;2,85;;;28,30
08.12.1980;4;55,03830;8,43830;0,20;25,70;;2,75;0,42;84,50;2,37;;;20,70
08.12.1980;4;55,03830;8,43830;0,20;25,70;;2,75;0,50;87,00;2,60;;;24,90
08.12.1980;4;55,03830;8,43830;0,45;25,70;;3,00;0,33;75,50;2,12;;;21,30
08.12.1980;4;55,03830;8,43830;0,40;25,40;;4,15;0,33;68,00;2,12;;;18,90
08.12.1980;4;55,03830;8,43830;0,50;25,40;;3,25;0,24;89,50;2,57;;;28,80
08.12.1980;4;55,03830;8,43830;0,55;25,40;;3,25;0,24;82,00;2,60;;;39,30
08.12.1980;4;55,03830;8,43830;0,60;25,40;;3,00;0,50;61,50;2,12;;;27,13
08.12.1980;4;55,03830;8,43830;0,75;25,40;;2,75;0,24;73,00;2,57;;;32,80
20.01.1981;4;55,03830;8,43830;0,50;27,32;;1,30;0,26;56,37;3,10;;;35,20
20.01.1981;4;55,03830;8,43830;0,50;27,29;;2,25;0,26;53,87;1,12;;;46,70
20.01.1981;4;55,03830;8,43830;0,40;27,18;;2,05;0,14;64,43;1,38;;;79,00
20.01.1981;4;55,03830;8,43830;0,40;26,28;;2,25;0,32;65,34;1,12;;;26,90
20.01.1981;4;55,03830;8,43830;0,10;27,30;;2,25;0,36;72,32;2,38;;;62,80
20.01.1981;4;55,03830;8,43830;-0,30;26,40;;1,80;0,26;85,37;2,12;;;84,80
20.01.1981;4;55,03830;8,43830;0,20;26,31;;1,30;0,06;53,97;3,35;;;57,40
20.01.1981;4;55,03830;8,43830;-0,10;27,05;;0,85;0,14;88,93;2,85;;;74,80
20.01.1981;4;55,03830;8,43830;-0,10;26,90;;1,55;0,14;68,93;2,60;;;81,40
20.01.1981;4;55,03830;8,43830;0,20;26,66;;1,80;0,06;71,50;0,80;;;137,80
20.01.1981;4;55,03830;8,43830;0,30;26,92;;1,10;0,14;82,93;2,60;;;109,60
20.01.1981;4;55,03830;8,43830;0,30;26,99;;1,80;0,14;64,43;1,87;;;108,40
20.01.1981;4;55,03830;8,43830;0,30;27,10;;0,85;0,14;71,93;2,38;;;135,60
12.02.1981;4;55,03830;8,43830;1,50;26,30;;2,35;0,50;56,25;3,35;;;33,90
12.02.1981;4;55,03830;8,43830;1,30;26,39;;2,05;0,66;71,17;3,15;;;29,90
12.02.1981;4;55,03830;8,43830;2,30;26,31;;2,05;0,50;51,25;3,07;;;25,60
12.02.1981;4;55,03830;8,43830;2,10;26,20;;2,20;0,50;56,75;3,10;;;24,40
12.02.1981;4;55,03830;8,43830;2,20;27,25;;2,20;0,76;49,62;3,15;;;29,60
12.02.1981;4;55,03830;8,43830;1,90;26,30;;2,20;0,50;58,75;3,35;;;25,00
12.02.1981;4;55,03830;8,43830;1,40;26,39;;2,20;0,49;52,25;3,35;;;25,60
12.02.1981;4;55,03830;8,43830;2,50;27,10;;2,20;0,52;56,74;3,05;;;50,20
12.02.1981;4;55,03830;8,43830;2,60;26,39;;2,20;0,52;63,74;3,10;;;24,30
12.02.1981;4;55,03830;8,43830;2,10;26,35;;2,80;0,68;56,16;3,15;;;24,40
12.02.1981;4;55,03830;8,43830;3,50;26,30;;2,80;0,59;52,20;3,25;;;28,10
12.02.1981;4;55,03830;8,43830;2,10;26,31;;1,80;0,68;49,66;3,15;;;39,00
16.03.1981;4;55,03830;8,43830;2,95;26,50;;3,45;0,50;58,75;0,65;;;17,75
16.03.1981;4;55,03830;8,43830;2,30;26,46;;4,20;0,50;57,50;0,90;;;30,30
16.03.1981;4;55,03830;8,43830;2,50;26,53;;4,20;0,32;54,34;1,65;;;36,40
16.03.1981;4;55,03830;8,43830;2,50;26,50;;3,95;0,50;54,00;1,65;;;69,80
16.03.1981;4;55,03830;8,43830;2,75;26,60;;5,60;0,32;56,34;1,65;;;41,10
16.03.1981;4;55,03830;8,43830;2,95;26,72;;3,95;0,41;58,79;1,20;;;39,90
16.03.1981;4;55,03830;8,43830;3,10;26,70;;4,20;0,32;56,34;2,12;;;73,40
16.03.1981;4;55,03830;8,43830;3,10;26,65;;5,35;0,50;59,25;1,40;;;64,00
16.03.1981;4;55,03830;8,43830;3,15;26,61;;3,95;0,41;56,29;1,15;;;48,40
16.03.1981;4;55,03830;8,43830;3,20;26,57;;3,45;0,34;54,83;1,15;;;29,30
16.03.1981;4;55,03830;8,43830;3,25;26,76;;3,30;0,41;56,29;0,65;;;24,80
16.03.1981;4;55,03830;8,43830;3,50;26,42;;3,95;0,48;57,76;1,15;;;25,10
16.03.1981;4;55,03830;8,43830;3,45;26,50;;3,00;0,51;60,24;1,10;;;25,00
06.04.1981;4;55,03830;8,43830;8,00;26,38;;5,69;1,19;;1,06;;;21,70
06.04.1981;4;55,03830;8,43830;8,10;26,35;;5,44;1,19;;1,02;;;31,75
06.04.1981;4;55,03830;8,43830;7,80;26,31;;5,44;1,28;;1,02;;;21,45
06.04.1981;4;55,03830;8,43830;7,55;26,38;;4,41;1,26;;1,06;;;19,80
06.04.1981;4;55,03830;8,43830;7,95;26,38;;5,44;1,10;;1,06;;;18,50
06.04.1981;4;55,03830;8,43830;7,80;26,60;;5,20;1,19;;1,06;;;15,20
06.04.1981;4;55,03830;8,43830;7,70;26,46;;6,18;1,11;;0,68;;;7,95
06.04.1981;4;55,03830;8,43830;7,50;26,35;;5,44;1,11;;0,64;;;7,10
06.04.1981;4;55,03830;8,43830;7,40;26,16;;4,95;1,11;;0,64;;;10,55
06.04.1981;4;55,03830;8,43830;7,40;26,38;;4,21;1,10;;1,02;;;8,45
06.04.1981;4;55,03830;8,43830;7,40;26,61;;4,41;1,10;;0,64;;;11,40
06.04.1981;4;55,03830;8,43830;7,30;26,54;;4,95;1,26;;0,85;;;10,75
06.04.1981;4;55,03830;8,43830;7,30;26,69;;3,96;1,10;;0,64;;;8,10
24.06.1981;4;55,03830;8,43830;14,40;29,46;;0,52;0,19;2,61;0,22;;;15,70
24.06.1981;4;55,03830;8,43830;14,20;29,39;;2,49;0,21;2,61;0,64;;;11,20
24.06.1981;4;55,03830;8,43830;14,50;29,41;;0,52;0,28;2,57;0,18;;;7,45
24.06.1981;4;55,03830;8,43830;15,10;29,38;;1,01;0,10;2,37;0,60;;;7,84
24.06.1981;4;55,03830;8,43830;15,05;29,38;;1,50;0,19;2,61;0,64;;;8,32
24.06.1981;4;55,03830;8,43830;15,70;29,39;;1,50;0,37;2,24;0,64;;;8,96
24.06.1981;4;55,03830;8,43830;16,40;29,38;;1,50;0,10;1,80;0,64;;;9,36
24.06.1981;4;55,03830;8,43830;16,55;29,35;;4,70;0,19;2,84;1,06;;;9,72
24.06.1981;4;55,03830;8,43830;16,90;29,34;;7,91;0,19;2,61;1,06;;;30,90
24.06.1981;4;55,03830;8,43830;18,00;29,32;;5,44;0,28;2,28;1,27;;;26,70
24.06.1981;4;55,03830;8,43830;18,60;29,31;;5,94;0,28;2,28;1,69;;;23,20
24.06.1981;4;55,03830;8,43830;19,30;29,39;;4,46;0,37;2,24;1,52;;;21,80
24.06.1981;4;55,03830;8,43830;19,60;29,33;;3,96;0,28;1,71;1,27;;;23,30
31.08.1981;4;55,03830;8,43830;16,30;29,58;;1,26;0,19;1,29;2,11;;;4,45
31.08.1981;4;55,03830;8,43830;17,00;29,60;;1,26;0,28;1,14;1,48;;;10,25
31.08.1981;4;55,03830;8,43830;16,20;29,56;;1,01;0,28;2,00;1,48;;;8,85
31.08.1981;4;55,03830;8,43830;16,45;29,57;;2,04;0,21;2,17;1,90;;;10,95
31.08.1981;4;55,03830;8,43830;16,20;29,58;;0,27;0,37;1,23;1,69;;;10,01
31.08.1981;4;55,03830;8,43830;16,79;29,58;;2,97;0,28;1,43;1,48;;;6,39
31.08.1981;4;55,03830;8,43830;16,80;29,64;;1,01;0,55;1,00;1,06;;;6,45
31.08.1981;4;55,03830;8,43830;16,70;29,54;;1,01;0,19;1,29;1,27;;;4,00
31.08.1981;4;55,03830;8,43830;16,90;29,55;;1,45;0,28;1,43;1,48;;;3,88
31.08.1981;4;55,03830;8,43830;16,70;29,52;;1,01;0,21;2,94;1,06;;;20,38
31.08.1981;4;55,03830;8,43830;17,35;29,48;;1,26;0,37;1,29;1,48;;;4,63
31.08.1981;4;55,03830;8,43830;17,20;29,48;;0,27;0,19;1,29;0,64;;;5,16
31.08.1981;4;55,03830;8,43830;17,20;29,66;;0,96;0,37;1,57;0,85;;;3,43
22.09.1981;4;55,03830;8,43830;15,21;29,58;;0,02;0,14;4,70;1,90;;;7,15
22.09.1981;4;55,03830;8,43830;15,20;29,57;;2,25;0,14;2,77;1,69;;;6,50
22.09.1981;4;55,03830;8,43830;15,20;29,58;;0,52;0,15;2,43;1,48;;;7,55
22.09.1981;4;55,03830;8,43830;15,10;29,63;;0,96;0,14;3,54;0,92;;;9,35
22.09.1981;4;55,03830;8,43830;14,80;29,43;;1,01;0,15;3,54;0,92;;;8,00
22.09.1981;4;55,03830;8,43830;15,00;29,40;;2,49;0,15;4,76;1,69;;;7,55
22.09.1981;4;55,03830;8,43830;14,80;29,42;;1,26;0,15;2,71;1,27;;;10,15
22.09.1981;4;55,03830;8,43830;14,61;29,39;;1,50;0,15;5,84;1,27;;;9,95
22.09.1981;4;55,03830;8,43830;14,75;29,41;;0,27;0,17;2,71;1,27;;;8,75
22.09.1981;4;55,03830;8,43830;14,70;29,44;;2,98;0,15;2,85;1,90;;;11,30
22.09.1981;4;55,03830;8,43830;14,75;29,43;;2,73;0,15;3,00;1,48;;;17,55
22.09.1981;4;55,03830;8,43830;14,70;29,38;;1,99;0,15;3,80;1,48;;;22,70
22.09.1981;4;55,03830;8,43830;14,85;29,40;;1,75;0,15;3,80;1,69;;;16,60
26.11.1981;4;55,03830;8,43830;3,70;28,74;;3,52;0,12;34,84;0,85;;;73,20
26.11.1981;4;55,03830;8,43830;3,95;28,73;;3,03;0,11;51,93;0,85;;;100,20
26.11.1981;4;55,03830;8,43830;4,15;28,70;;3,42;0,12;34,65;1,02;;;80,80
26.11.1981;4;55,03830;8,43830;4,20;28,74;;5,69;0,14;50,48;0,85;;;49,19
26.11.1981;4;55,03830;8,43830;4,20;28,69;;3,72;0,14;47,63;0,85;;;49,72
26.11.1981;4;55,03830;8,43830;4,30;28,70;;3,47;0,15;54,94;1,02;;;41,46
26.11.1981;4;55,03830;8,43830;4,30;28,70;;3,72;0,15;39,01;1,06;;;39,50
26.11.1981;4;55,03830;8,43830;4,40;28,60;;3,47;0,15;54,75;0,68;;;39,80
26.11.1981;4;55,03830;8,43830;5,00;28,56;;3,47;0,12;46,22;1,48;;;49,00
26.11.1981;4;55,03830;8,43830;4,95;28,41;;2,98;0,12;47,65;1,06;;;60,70
26.11.1981;4;55,03830;8,43830;5,05;28,41;;2,98;0,12;43,10;1,06;;;85,31
26.11.1981;4;55,03830;8,43830;5,05;28,46;;3,23;0,12;40,25;1,02;;;76,80
26.11.1981;4;55,03830;8,43830;5,05;28,28;;3,96;0,14;43,37;1,06;;;5,27
22.02.1982;4;55,03830;8,43830;0,50;26,03;;9,38;0,02;27,47;0,26;;;32,00
22.02.1982;4;55,03830;8,43830;0,10;26,03;;9,38;0,02;29,18;0,26;;;40,00
22.02.1982;4;55,03830;8,43830;-2,00;25,84;;11,30;0,02;35,16;0,18;;;23,80
22.02.1982;4;55,03830;8,43830;-0,70;25,92;;9,63;0,02;18,36;0,26;;;42,10
22.02.1982;4;55,03830;8,43830;-0,40;26,03;;9,88;0,03;38,86;0,22;;;26,30
22.02.1982;4;55,03830;8,43830;-0,40;25,66;;7,41;0,03;36,29;0,22;;;26,85
22.02.1982;4;55,03830;8,43830;0,50;25,77;;10,86;0,02;36,58;0,22;;;29,46
22.02.1982;4;55,03830;8,43830;2,00;25,88;;9,38;0,02;25,76;0,22;;;39,69
22.02.1982;4;55,03830;8,43830;-0,50;25,77;;9,87;0,02;40,86;0,43;;;30,07
22.02.1982;4;55,03830;8,43830;0,00;25,77;;11,85;0,03;32,57;0,22;;;31,92
22.02.1982;4;55,03830;8,43830;0,10;25,66;;14,31;0,03;38,85;0,43;;;26,17
22.02.1982;4;55,03830;8,43830;0,20;25,77;;14,31;0,03;36,00;0,22;;;33,10
22.02.1982;4;55,03830;8,43830;0,50;25,84;;11,85;0,03;25,18;0,60;;;49,70
08.03.1982;4;55,03830;8,43830;-0,30;28,86;;9,38;0,83;62,22;0,68;;;102,40
08.03.1982;4;55,03830;8,43830;0,05;26,75;;9,38;0,83;56,68;1,27;;;96,80
08.03.1982;4;55,03830;8,43830;0,55;26,75;;10,37;0,73;72,38;1,93;;;80,80
08.03.1982;4;55,03830;8,43830;1,10;26,75;;10,12;0,75;82,92;0,64;;;117,40
08.03.1982;4;55,03830;8,43830;0,95;26,75;;10,37;0,67;63,59;0,64;;;125,60
08.03.1982;4;55,03830;8,43830;1,60;26,75;;10,37;0,64;61,90;0,60;;;92,20
08.03.1982;4;55,03830;8,43830;2,40;26,71;;10,91;1,10;67,36;0,64;;;44,60
08.03.1982;4;55,03830;8,43830;2,40;26,71;;4,41;0,89;80,57;1,06;;;42,60
08.03.1982;4;55,03830;8,43830;2,15;26,64;;3,72;0,83;77,75;0,85;;;50,20
08.03.1982;4;55,03830;8,43830;2,05;26,67;;6,67;0,91;66,21;0,78;;;37,90
08.03.1982;4;55,03830;8,43830;2,05;26,75;;6,42;0,91;62,33;1,06;;;56,70
08.03.1982;4;55,03830;8,43830;2,05;26,75;;6,18;1,19;71,30;0,22;;;31,70
24.03.1982;4;55,03830;8,43830;5,05;26,83;;10,11;1,51;53,31;1,34;;;25,66
24.03.1982;4;55,03830;8,43830;3,20;26,64;;5,82;1,53;57,46;1,30;;;15,35
24.03.1982;4;55,03830;8,43830;4,20;26,72;;3,77;1,51;54,44;1,34;;;15,52
24.03.1982;4;55,03830;8,43830;4,20;26,68;;7,50;1,65;63,62;1,75;;;14,15
24.03.1982;4;55,03830;8,43830;4,35;26,75;;3,52;1,79;66,85;1,23;;;16,25
24.03.1982;4;55,03830;8,43830;4,35;26,83;;3,71;1,67;61,55;1,16;;;11,45
24.03.1982;4;55,03830;8,43830;4,20;26,68;;6,69;1,65;70,44;1,30;;;10,25
24.03.1982;4;55,03830;8,43830;4,65;26,68;;6,69;1,67;71,71;1,19;;;9,90
24.03.1982;4;55,03830;8,43830;4,80;26,72;;3,77;1,74;59,41;1,16;;;10,70
24.03.1982;4;55,03830;8,43830;4,90;26,75;;3,96;1,79;73,51;1,08;;;11,32
24.03.1982;4;55,03830;8,43830;4,80;26,75;;5,39;1,77;64,65;1,08;;;7,96
24.03.1982;4;55,03830;8,43830;4,70;26,75;;3,58;1,70;82,91;1,12;;;90,00
24.03.1982;4;55,03830;8,43830;4,60;26,68;;6,19;1,70;85,90;1,53;;;9,00
19.05.1982;4;55,03830;8,43830;15,20;29,16;;7,12;0,30;4,89;1,19;;;21,85
19.05.1982;4;55,03830;8,43830;15,00;29,01;;5,50;0,30;5,13;1,19;;;13,35
19.05.1982;4;55,03830;8,43830;12,40;28,93;;6,44;0,30;7,15;1,04;;;14,00
19.05.1982;4;55,03830;8,43830;13,20;28,90;;6,63;0,44;6,76;1,04;;;12,35
19.05.1982;4;55,03830;8,43830;13,30;28,90;;6,81;0,28;7,61;1,23;;;12,95
19.05.1982;4;55,03830;8,43830;11,05;28,92;;5,63;0,33;8,51;1,23;;;8,85
19.05.1982;4;55,03830;8,43830;12,50;29,04;;4,70;0,28;9,85;1,23;;;9,60
19.05.1982;4;55,03830;8,43830;11,60;28,85;;4,64;0,35;8,74;0,56;;;8,80
19.05.1982;4;55,03830;8,43830;11,50;28,89;;2,90;0,47;10,29;0,45;;;6,76
19.05.1982;4;55,03830;8,43830;11,90;28,90;;3,02;0,26;9,12;0,38;;;6,60
19.05.1982;4;55,03830;8,43830;11,90;28,92;;4,02;0,28;9,75;0,30;;;6,50
19.05.1982;4;55,03830;8,43830;12,00;28,89;;5,45;0,42;11,54;0,45;;;6,60
19.05.1982;4;55,03830;8,43830;12,20;28,91;;5,39;0,35;9,67;0,45;;;5,66
12.08.1982;4;55,03830;8,43830;19,85;29,68;;0,42;0,47;0,35;1,71;;;12,76
12.08.1982;4;55,03830;8,43830;19,60;29,51;;0,54;0,47;0,00;1,75;;;7,60
12.08.1982;4;55,03830;8,43830;19,50;29,70;;1,78;0,47;0,05;1,71;;;8,33
12.08.1982;4;55,03830;8,43830;19,60;29,68;;1,29;0,47;0,30;2,16;;;6,83
12.08.1982;4;55,03830;8,43830;19,90;29,70;;1,41;0,47;0,25;1,83;;;5,03
12.08.1982;4;55,03830;8,43830;20,10;29,72;;1,16;0,47;0,15;2,23;;;6,90
12.08.1982;4;55,03830;8,43830;19,70;29,98;;1,35;0,44;0,55;2,46;;;5,23
12.08.1982;4;55,03830;8,43830;20,50;29,79;;1,41;0,44;0,00;2,72;;;6,30
12.08.1982;4;55,03830;8,43830;20,70;29,80;;2,28;0,47;0,64;2,90;;;5,90
12.08.1982;4;55,03830;8,43830;20,70;29,82;;2,03;0,47;0,35;3,54;;;9,90
12.08.1982;4;55,03830;8,43830;20,30;29,81;;1,72;0,47;0,49;3,05;;;15,75
12.08.1982;4;55,03830;8,43830;20,70;29,92;;2,09;0,44;0,41;3,05;;;8,75
12.08.1982;4;55,03830;8,43830;21,00;29,90;;2,16;0,44;1,29;3,01;;;14,46
26.08.1982;4;55,03830;8,43830;16,50;29,40;;3,27;0,53;1,54;0,97;;;10,03
26.08.1982;4;55,03830;8,43830;16,20;29,02;;3,34;0,51;1,50;0,93;;;7,40
26.08.1982;4;55,03830;8,43830;15,70;28,99;;1,91;0,49;1,56;1,16;;;7,70
26.08.1982;4;55,03830;8,43830;15,20;28,94;;5,70;0,53;1,63;0,71;;;7,40
26.08.1982;4;55,03830;8,43830;15,60;28,11;;5,19;0,53;1,59;1,16;;;8,70
26.08.1982;4;55,03830;8,43830;15,60;28,18;;4,70;0,51;1,60;1,16;;;6,63
26.08.1982;4;55,03830;8,43830;14,90;29,15;;4,14;0,65;1,53;0,90;;;5,26
26.08.1982;4;55,03830;8,43830;15,70;29,15;;3,77;0,53;1,49;1,05;;;6,03
26.08.1982;4;55,03830;8,43830;16,50;29,19;;4,57;0,56;1,52;1,16;;;2,10
26.08.1982;4;55,03830;8,43830;16,30;29,20;;4,82;0,42;1,64;1,23;;;18,55
26.08.1982;4;55,03830;8,43830;16,20;29,32;;5,07;0,53;1,59;1,12;;;14,75
