Index;Mean;Q0;Q2.5;Q97.5;Q100
GPP;105,8370476;86,99030607;87,3234054;114,6384287;114,6690137
BP;2,122719131;0,484040915;0,622851582;7,617365255;7,653288322
Egestion;89,06714634;5,045548285;5,619072566;136,3445039;136,9326419
Respiration;61,13135248;42,45485002;43,08070833;127,643216;128,1911064
