Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);C. harengus TL [mm];C. harengus [#];Sex;Sal (PSU);Temp [Â°C] (at surface);Comment;# number before extrapolation
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;9,4;8,3;2018-09-27T11:30;2018-09-27T11:42;Benthic;118;;60;2;unknown;31,4;12;;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;9,4;8,3;2018-09-27T11:30;2018-09-27T11:42;Benthic;118;;65;15;unknown;31,4;12;;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;9,4;8,3;2018-09-27T11:30;2018-09-27T11:42;Benthic;118;;70;9;unknown;31,4;12;;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;9,4;8,3;2018-09-27T11:30;2018-09-27T11:42;Benthic;118;;75;3;unknown;31,4;12;;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;9,4;8,3;2018-09-27T11:30;2018-09-27T11:42;Benthic;118;;90;3;unknown;31,4;12;;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;9,4;8,3;2018-09-27T11:30;2018-09-27T11:42;Benthic;118;;95;3;unknown;31,4;12;;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;9,4;8,3;2018-09-27T11:30;2018-09-27T11:42;Benthic;118;;105;1;unknown;31,4;12;;
Sylt-2 trawl 9;55,036;8,463283;55,0316;8,46875;9,4;8,3;2018-09-27T11:30;2018-09-27T11:42;Benthic;118;;115;1;unknown;31,4;12;;
Sylt-4 trawl 9;55,000833;8,4315;54,9925;8,4365;8,5;11;2018-09-27T12:15;2018-09-27T12:28;Pelagic;50;;45;39;unknown;31,4;12,5;;
Sylt-4 trawl 9;55,000833;8,4315;54,9925;8,4365;8,5;11;2018-09-27T12:15;2018-09-27T12:28;Pelagic;50;;50;2;unknown;31,4;12,5;;
Sylt-4 trawl 9;55,000833;8,4315;54,9925;8,4365;8,5;11;2018-09-27T12:15;2018-09-27T12:28;Pelagic;50;;65;4;unknown;31,4;12,5;;
Sylt-4 trawl 9;55,000833;8,4315;54,9925;8,4365;8,5;11;2018-09-27T12:15;2018-09-27T12:28;Pelagic;50;;70;2;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;40;3;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;45;4;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;50;13;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;55;4;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;60;9;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;65;18;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;70;33;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;75;5;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;80;2;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;90;1;unknown;31,4;12,5;;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;10,2;8,9;2018-09-27T12:45;2018-09-27T13:00;Benthic;;;100;1;unknown;31,4;12,5;;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;4,9;3,3;2018-09-27T13:30;2018-09-27T13:45;Benthic;313;;280;1;unknown;31,4;12,5;;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;4,9;3,3;2018-09-27T13:30;2018-09-27T13:45;Benthic;313;;260;1;unknown;31,4;12,5;;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;4,9;3,3;2018-09-27T13:30;2018-09-27T13:45;Benthic;405;118;55;1;unknown;31,4;12,5;;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;4,9;3,3;2018-09-27T13:30;2018-09-27T13:45;Benthic;405;118;60;1;unknown;31,4;12,5;;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;4,9;3,3;2018-09-27T13:30;2018-09-27T13:45;Benthic;405;118;65;14;unknown;31,4;12,5;;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;4,9;3,3;2018-09-27T13:30;2018-09-27T13:45;Benthic;405;118;70;29;unknown;31,4;12,5;;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;4,9;3,3;2018-09-27T13:30;2018-09-27T13:45;Benthic;405;118;75;8;unknown;31,4;12,5;;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;4,9;3,3;2018-09-27T13:30;2018-09-27T13:45;Benthic;405;118;80;1;unknown;31,4;12,5;;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;4,9;3,3;2018-09-27T13:30;2018-09-27T13:45;Benthic;405;118;90;3;unknown;31,4;12,5;;
Sylt-10 trawl 9;54,9855;8,583333;54,9885;8,576333;8,9;7,2;2018-09-27T16:16;2018-09-27T16:31;Pelagic;;;40;1;unknown;31,4;13;;
Sylt-10 trawl 9;54,9855;8,583333;54,9885;8,576333;8,9;7,2;2018-09-27T16:16;2018-09-27T16:31;Pelagic;;;65;1;unknown;31,4;13;;
Sylt-10 trawl 9;54,9855;8,583333;54,9885;8,576333;8,9;7,2;2018-09-27T16:16;2018-09-27T16:31;Pelagic;;;70;2;unknown;31,4;13;;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;8,1;12,6;2018-12-03T10:15;2018-12-03T10:30;Benthic;3323;381;65;1;unknown;31,6;5,7;;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;8,1;12,6;2018-12-03T10:15;2018-12-03T10:30;Benthic;3323;381;75;4;unknown;31,6;5,7;;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;8,1;12,6;2018-12-03T10:15;2018-12-03T10:30;Benthic;3323;381;80;31;unknown;31,6;5,7;;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;8,1;12,6;2018-12-03T10:15;2018-12-03T10:30;Benthic;3323;381;85;31;unknown;31,6;5,7;;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;8,1;12,6;2018-12-03T10:15;2018-12-03T10:30;Benthic;3323;381;90;29;unknown;31,6;5,7;;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;8,1;12,6;2018-12-03T10:15;2018-12-03T10:30;Benthic;3323;381;95;3;unknown;31,6;5,7;;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;8,1;12,6;2018-12-03T10:15;2018-12-03T10:30;Benthic;3323;381;100;1;unknown;31,6;5,7;;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;8,1;12,6;2018-12-03T10:15;2018-12-03T10:30;Benthic;3323;381;120;1;unknown;31,6;5,7;;
Sylt-10 trawl 10;54,995833;8,566389;54,989722;8,568611;6,3;8,7;2018-12-03T11:30;2018-12-03T11:45;Benthic;1704;397;70;6;unknown;30,8;5,2;;
Sylt-10 trawl 10;54,995833;8,566389;54,989722;8,568611;6,3;8,7;2018-12-03T11:30;2018-12-03T11:45;Benthic;1704;397;75;2;unknown;30,8;5,2;;
Sylt-10 trawl 10;54,995833;8,566389;54,989722;8,568611;6,3;8,7;2018-12-03T11:30;2018-12-03T11:45;Benthic;1704;397;80;32;unknown;30,8;5,2;;
Sylt-10 trawl 10;54,995833;8,566389;54,989722;8,568611;6,3;8,7;2018-12-03T11:30;2018-12-03T11:45;Benthic;1704;397;85;22;unknown;30,8;5,2;;
Sylt-10 trawl 10;54,995833;8,566389;54,989722;8,568611;6,3;8,7;2018-12-03T11:30;2018-12-03T11:45;Benthic;1704;397;90;31;unknown;30,8;5,2;;
Sylt-10 trawl 10;54,995833;8,566389;54,989722;8,568611;6,3;8,7;2018-12-03T11:30;2018-12-03T11:45;Benthic;1704;397;95;6;unknown;30,8;5,2;;
Sylt-10 trawl 10;54,995833;8,566389;54,989722;8,568611;6,3;8,7;2018-12-03T11:30;2018-12-03T11:45;Benthic;1704;397;100;3;unknown;30,8;5,2;;
Sylt-10 trawl 10;54,995833;8,566389;54,989722;8,568611;6,3;8,7;2018-12-03T11:30;2018-12-03T11:45;Benthic;1704;397;105;2;unknown;30,8;5,2;;
Sylt-2 trawl 10;55,036;8,463283;55,0316;8,46875;8,2;12;2018-12-03T12:18;2018-12-03T12:33;Benthic;;;65;1;unknown;31,6;5,8;;
Sylt-2 trawl 10;55,036;8,463283;55,0316;8,46875;8,2;12;2018-12-03T12:18;2018-12-03T12:33;Benthic;;;80;5;unknown;31,6;5,8;;
Sylt-2 trawl 10;55,036;8,463283;55,0316;8,46875;8,2;12;2018-12-03T12:18;2018-12-03T12:33;Benthic;;;85;1;unknown;31,6;5,8;;
Sylt-2 trawl 10;55,036;8,463283;55,0316;8,46875;8,2;12;2018-12-03T12:18;2018-12-03T12:33;Benthic;;;90;4;unknown;31,6;5,8;;
Sylt-2 trawl 10;55,036;8,463283;55,0316;8,46875;8,2;12;2018-12-03T12:18;2018-12-03T12:33;Benthic;;;95;1;unknown;31,6;5,8;;
Sylt-4 trawl 10;55,000833;8,4315;54,9925;8,4365;10,5;9,4;2018-12-03T12:52;2018-12-03T13:07;Pelagic;;;70;1;unknown;31,3;5,6;;
Sylt-4 trawl 10;54,9865;8,439667;54,997167;8,43;10,9;14,1;2018-12-03T13:15;2018-12-03T13:30;Benthic;1200;306;65;1;unknown;31,3;5,7;;
Sylt-4 trawl 10;54,9865;8,439667;54,997167;8,43;10,9;14,1;2018-12-03T13:15;2018-12-03T13:30;Benthic;1200;306;70;3;unknown;31,3;5,7;;
Sylt-4 trawl 10;54,9865;8,439667;54,997167;8,43;10,9;14,1;2018-12-03T13:15;2018-12-03T13:30;Benthic;1200;306;75;6;unknown;31,3;5,7;;
Sylt-4 trawl 10;54,9865;8,439667;54,997167;8,43;10,9;14,1;2018-12-03T13:15;2018-12-03T13:30;Benthic;1200;306;80;25;unknown;31,3;5,7;;
Sylt-4 trawl 10;54,9865;8,439667;54,997167;8,43;10,9;14,1;2018-12-03T13:15;2018-12-03T13:30;Benthic;1200;306;85;22;unknown;31,3;5,7;;
Sylt-4 trawl 10;54,9865;8,439667;54,997167;8,43;10,9;14,1;2018-12-03T13:15;2018-12-03T13:30;Benthic;1200;306;90;25;unknown;31,3;5,7;;
Sylt-4 trawl 10;54,9865;8,439667;54,997167;8,43;10,9;14,1;2018-12-03T13:15;2018-12-03T13:30;Benthic;1200;306;95;2;unknown;31,3;5,7;;
Sylt-4 trawl 10;54,9865;8,439667;54,997167;8,43;10,9;14,1;2018-12-03T13:15;2018-12-03T13:30;Benthic;1200;306;100;1;unknown;31,3;5,7;;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;3,1;3,5;2018-12-06T09:05;2018-12-06T09:20;Benthic;;;70;2;unknown;30,7;4,8;;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;3,1;3,5;2018-12-06T09:05;2018-12-06T09:20;Benthic;;;75;2;unknown;30,7;4,8;;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;3,1;3,5;2018-12-06T09:05;2018-12-06T09:20;Benthic;;;80;9;unknown;30,7;4,8;;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;3,1;3,5;2018-12-06T09:05;2018-12-06T09:20;Benthic;;;85;14;unknown;30,7;4,8;;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;3,1;3,5;2018-12-06T09:05;2018-12-06T09:20;Benthic;;;90;25;unknown;30,7;4,8;;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;3,1;3,5;2018-12-06T09:05;2018-12-06T09:20;Benthic;;;95;1;unknown;30,7;4,8;;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;3,1;3,5;2018-12-06T09:05;2018-12-06T09:20;Benthic;;;100;1;unknown;30,7;4,8;;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;3,1;3,5;2018-12-06T09:05;2018-12-06T09:20;Benthic;;;110;1;unknown;30,7;4,8;;
Sylt-5 trawl 10;54,998667;8,427833;54,9925;8,426;3,1;3,5;2018-12-06T09:05;2018-12-06T09:20;Benthic;;;115;1;unknown;30,7;4,8;;
Sylt-7 trawl 10;54,940833;8,399833;54,948167;8,416333;1,2;2,2;2018-12-06T09:42;2018-12-06T09:57;Benthic;;;75;1;unknown;30,6;4,5;;
Sylt-7 trawl 10;54,940833;8,399833;54,948167;8,416333;1,2;2,2;2018-12-06T09:42;2018-12-06T09:57;Benthic;;;80;3;unknown;30,6;4,5;;
Sylt-7 trawl 10;54,940833;8,399833;54,948167;8,416333;1,2;2,2;2018-12-06T09:42;2018-12-06T09:57;Benthic;;;90;5;unknown;30,6;4,5;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;9,7;7,1;2019-01-10T09:13;2019-01-10T09:28;Benthic;;;70;1;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;9,7;7,1;2019-01-10T09:13;2019-01-10T09:28;Benthic;;;75;1;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;9,7;7,1;2019-01-10T09:13;2019-01-10T09:28;Benthic;;;80;6;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;9,7;7,1;2019-01-10T09:13;2019-01-10T09:28;Benthic;;;85;4;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;9,7;7,1;2019-01-10T09:13;2019-01-10T09:28;Benthic;;;90;3;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;9,7;7,1;2019-01-10T09:13;2019-01-10T09:28;Benthic;;;95;1;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;9,7;7,1;2019-01-10T09:13;2019-01-10T09:28;Benthic;;;100;1;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;6,3;9,4;2019-01-10T09:32;2019-01-10T09:47;Pelagic;;;65;1;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;6,3;9,4;2019-01-10T09:32;2019-01-10T09:47;Pelagic;;;75;1;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;6,3;9,4;2019-01-10T09:32;2019-01-10T09:47;Pelagic;;;80;6;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;6,3;9,4;2019-01-10T09:32;2019-01-10T09:47;Pelagic;;;85;11;unknown;28,8;3,8;;
Sylt-2 trawl 1;55,030667;8,4644;55,01715;8,449767;6,3;9,4;2019-01-10T09:32;2019-01-10T09:47;Pelagic;;;90;4;unknown;28,8;3,8;;
Sylt-1 trawl 1;55,05585;8,439483;55,047833;8,463517;8,9;10,5;2019-01-10T10:02;2019-01-10T10:17;Pelagic;;;75;1;unknown;29,5;4,1;;
Sylt-1 trawl 1;55,05585;8,439483;55,047833;8,463517;8,9;10,5;2019-01-10T10:02;2019-01-10T10:17;Pelagic;;;80;4;unknown;29,5;4,1;;
Sylt-1 trawl 1;55,05585;8,439483;55,047833;8,463517;8,9;10,5;2019-01-10T10:02;2019-01-10T10:17;Pelagic;;;85;2;unknown;29,5;4,1;;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;7,1;9,2;2019-01-10T10:23;2019-01-10T10:38;Benthic;;;70;1;unknown;29,3;4;;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;7,1;9,2;2019-01-10T10:23;2019-01-10T10:38;Benthic;;;75;4;unknown;29,3;4;;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;7,1;9,2;2019-01-10T10:23;2019-01-10T10:38;Benthic;;;80;17;unknown;29,3;4;;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;7,1;9,2;2019-01-10T10:23;2019-01-10T10:38;Benthic;;;85;16;unknown;29,3;4;;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;7,1;9,2;2019-01-10T10:23;2019-01-10T10:38;Benthic;;;90;16;unknown;29,3;4;;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;7,1;9,2;2019-01-10T10:23;2019-01-10T10:38;Benthic;;;100;3;unknown;29,3;4;;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;7,1;9,2;2019-01-10T10:23;2019-01-10T10:38;Benthic;;;105;1;unknown;29,3;4;;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;7,1;9,2;2019-01-10T10:23;2019-01-10T10:38;Benthic;;;110;1;unknown;29,3;4;;
Sylt-10 trawl 1;54,9855;8,583333;54,9885;8,576333;5,8;8,2;2019-01-10T11:42;2019-01-10T11:57;Pelagic;;;90;1;unknown;24,6;2,3;;
Sylt-10 trawl 1;54,9855;8,583333;54,9885;8,576333;5,8;8,2;2019-01-10T11:42;2019-01-10T11:57;Pelagic;;;70;1;unknown;24,6;2,3;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;70;1;unknown;29,2;3,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;75;8;unknown;29,2;3,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;80;25;unknown;29,2;3,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;85;11;unknown;29,2;3,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;90;16;unknown;29,2;3,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;95;4;unknown;29,2;3,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;100;1;unknown;29,2;3,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;105;2;unknown;29,2;3,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;110;1;unknown;29,2;3,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;115;1;unknown;29,2;3,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;3,5;4,2;2019-01-10T12:38;2019-01-10T12:53;Benthic;;;125;1;unknown;29,2;3,2;;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;10,3;9,4;2019-01-10T13:00;2019-01-10T13:15;Pelagic;;;90;1;unknown;29,2;3,2;;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;10,3;9,4;2019-01-10T13:00;2019-01-10T13:15;Pelagic;;;70;3;unknown;29,2;3,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;7,2;9,3;2019-01-10T13:25;2019-01-10T13:40;Benthic;;;75;2;unknown;29,2;3,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;7,2;9,3;2019-01-10T13:25;2019-01-10T13:40;Benthic;;;80;9;unknown;29,2;3,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;7,2;9,3;2019-01-10T13:25;2019-01-10T13:40;Benthic;;;85;5;unknown;29,2;3,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;7,2;9,3;2019-01-10T13:25;2019-01-10T13:40;Benthic;;;90;2;unknown;29,2;3,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;7,2;9,3;2019-01-10T13:25;2019-01-10T13:40;Benthic;;;95;2;unknown;29,2;3,2;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,3;1,4;2019-01-10T14:00;2019-01-10T14:15;Benthic;;;70;2;unknown;29,1;3;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,3;1,4;2019-01-10T14:00;2019-01-10T14:15;Benthic;;;75;1;unknown;29,1;3;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,3;1,4;2019-01-10T14:00;2019-01-10T14:15;Benthic;;;80;2;unknown;29,1;3;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,3;1,4;2019-01-10T14:00;2019-01-10T14:15;Benthic;;;85;2;unknown;29,1;3;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,3;1,4;2019-01-10T14:00;2019-01-10T14:15;Benthic;;;90;6;unknown;29,1;3;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,3;1,4;2019-01-10T14:00;2019-01-10T14:15;Benthic;;;95;4;unknown;29,1;3;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,3;1,4;2019-01-10T14:00;2019-01-10T14:15;Benthic;;;110;1;unknown;29,1;3;;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;12;15,8;2019-02-27T16:12;2019-02-27T16:27;Benthic;;;60;8;unknown;29,3;4,8;;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;12;15,8;2019-02-27T16:12;2019-02-27T16:27;Benthic;;;65;2;unknown;29,3;4,8;;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;12;15,8;2019-02-27T16:12;2019-02-27T16:27;Benthic;;;70;7;unknown;29,3;4,8;;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;12;15,8;2019-02-27T16:12;2019-02-27T16:27;Benthic;;;75;6;unknown;29,3;4,8;;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;12;15,8;2019-02-27T16:12;2019-02-27T16:27;Benthic;;;80;7;unknown;29,3;4,8;;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;12;15,8;2019-02-27T16:12;2019-02-27T16:27;Benthic;;;85;3;unknown;29,3;4,8;;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;12;15,8;2019-02-27T16:12;2019-02-27T16:27;Benthic;;;90;1;unknown;29,3;4,8;;
Sylt-8 trawl 1;55,065333;8,361333;55,070167;8,342833;12;15,8;2019-02-27T16:12;2019-02-27T16:27;Benthic;;;120;1;unknown;29,3;4,8;;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;9,1;8,2;2019-03-27T09:30;2019-03-27T09:45;Benthic;;;70;1;unknown;31,1;7,2;;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;9,1;8,2;2019-03-27T09:30;2019-03-27T09:45;Benthic;;;75;3;unknown;31,1;7,2;;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;9,1;8,2;2019-03-27T09:30;2019-03-27T09:45;Benthic;;;80;4;unknown;31,1;7,2;;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;9,1;8,2;2019-03-27T09:30;2019-03-27T09:45;Benthic;;;90;4;unknown;31,1;7,2;;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;9,1;8,2;2019-03-27T09:30;2019-03-27T09:45;Benthic;;;100;3;unknown;31,1;7,2;;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;9,1;8,2;2019-03-27T09:30;2019-03-27T09:45;Benthic;;;105;1;unknown;31,1;7,2;;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;9,1;8,2;2019-03-27T09:30;2019-03-27T09:45;Benthic;;;125;1;unknown;31,1;7,2;;
Sylt-9 trawl 1;54,988667;8,511167;54,990333;8,503333;8,9;5,3;2019-03-27T09:55;2019-03-27T10:10;Pelagic;;;55;1;unknown;31,1;7,2;;
Sylt-9 trawl 1;54,988667;8,511167;54,990333;8,503333;8,9;5,3;2019-03-27T09:55;2019-03-27T10:10;Pelagic;;;75;1;unknown;31,1;7,2;;
Sylt-9 trawl 1;54,988667;8,511167;54,990333;8,503333;8,9;5,3;2019-03-27T09:55;2019-03-27T10:10;Pelagic;;;80;1;unknown;31,1;7,2;;
Sylt-9 trawl 1;54,988667;8,511167;54,990333;8,503333;8,9;5,3;2019-03-27T09:55;2019-03-27T10:10;Pelagic;;;90;2;unknown;31,1;7,2;;
Sylt-9 trawl 1;54,988667;8,511167;54,990333;8,503333;8,9;5,3;2019-03-27T09:55;2019-03-27T10:10;Pelagic;;;60;1;unknown;31,1;7,2;;
Sylt-10 trawl 2;54,9855;8,583333;54,9885;8,576333;9;7,9;2019-03-27T10:25;2019-03-27T10:40;Pelagic;;;60;1;unknown;30,6;7,5;;
Sylt-10 trawl 2;54,9855;8,583333;54,9885;8,576333;9;7,9;2019-03-27T10:25;2019-03-27T10:40;Pelagic;;;70;3;unknown;30,6;7,5;;
Sylt-10 trawl 2;54,9855;8,583333;54,9885;8,576333;9;7,9;2019-03-27T10:25;2019-03-27T10:40;Pelagic;;;75;6;unknown;30,6;7,5;;
Sylt-10 trawl 2;54,9855;8,583333;54,9885;8,576333;9;7,9;2019-03-27T10:25;2019-03-27T10:40;Pelagic;;;80;4;unknown;30,6;7,5;;
Sylt-10 trawl 2;54,9855;8,583333;54,9885;8,576333;9;7,9;2019-03-27T10:25;2019-03-27T10:40;Pelagic;;;85;1;unknown;30,6;7,5;;
Sylt-10 trawl 2;54,9855;8,583333;54,9885;8,576333;9;7,9;2019-03-27T10:25;2019-03-27T10:40;Pelagic;;;95;1;unknown;30,6;7,5;;
Sylt-10 trawl 2;54,995833;8,566389;54,989722;8,568611;5,8;;2019-03-27T10:50;2019-03-27T11:05;Benthic;;;70;2;unknown;30,6;7,5;;
Sylt-10 trawl 2;54,995833;8,566389;54,989722;8,568611;5,8;;2019-03-27T10:50;2019-03-27T11:05;Benthic;;;75;3;unknown;30,6;7,5;;
Sylt-10 trawl 2;54,995833;8,566389;54,989722;8,568611;5,8;;2019-03-27T10:50;2019-03-27T11:05;Benthic;;;80;6;unknown;30,6;7,5;;
Sylt-10 trawl 2;54,995833;8,566389;54,989722;8,568611;5,8;;2019-03-27T10:50;2019-03-27T11:05;Benthic;;;85;3;unknown;30,6;7,5;;
