Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);C. harengus TL [mm];C. harengus [#];Sex;Sal (PSU);Temp [Â°C] (at surface);Comment;# number before extrapolation
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;80;1;;;7;;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;85;1;;;7;;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;115;1;;;7;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;54;;65;1;;;7;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;54;;70;3;;;7;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;54;;75;5;;;7;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;54;;80;6;;;7;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;54;;100;1;;;7;;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;54;;130;1;;;7;;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;80;;55;2;;;7;;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;80;;60;2;;;7;;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;80;;70;3;;;7;;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;80;;75;6;;;7;;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;80;;80;9;;;7;;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;80;;90;2;;;7;;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;80;;110;1;;;7;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;70;3;;;4,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;75;1;;;4,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;80;4;;;4,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;85;1;;;4,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;90;1;;;4,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;95;1;;;4,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;100;1;;;4,2;;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;110;1;;;4,2;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,8;2,8;2007-01-24T10:10;2007-01-24T10:25;Benthic;;;65;1;;;3,1;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,8;2,8;2007-01-24T10:10;2007-01-24T10:25;Benthic;;;70;1;;;3,1;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,8;2,8;2007-01-24T10:10;2007-01-24T10:25;Benthic;;;75;4;;;3,1;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,8;2,8;2007-01-24T10:10;2007-01-24T10:25;Benthic;;;80;6;;;3,1;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,8;2,8;2007-01-24T10:10;2007-01-24T10:25;Benthic;;;85;2;;;3,1;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,8;2,8;2007-01-24T10:10;2007-01-24T10:25;Benthic;;;90;1;;;3,1;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,8;2,8;2007-01-24T10:10;2007-01-24T10:25;Benthic;;;95;1;;;3,1;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,8;2,8;2007-01-24T10:10;2007-01-24T10:25;Benthic;;;100;2;;;3,1;;
Sylt-7 trawl 1;54,940833;8,399833;54,948167;8,416333;2,8;2,8;2007-01-24T10:10;2007-01-24T10:25;Benthic;;;105;2;;;3,1;;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,8;5,4;2007-01-24T10:37;2007-01-24T10:52;Benthic;;;70;1;;;4,2;;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,8;5,4;2007-01-24T10:37;2007-01-24T10:52;Benthic;;;75;1;;;4,2;;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,8;5,4;2007-01-24T10:37;2007-01-24T10:52;Benthic;;;80;3;;;4,2;;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;7,3;5,3;2007-01-24T11:18;2007-01-24T11:33;Pelagic;;;70;1;;;4,2;;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;7,3;5,3;2007-01-24T11:18;2007-01-24T11:33;Pelagic;;;75;1;;;4,2;;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;7,3;5,3;2007-01-24T11:18;2007-01-24T11:33;Pelagic;;;80;3;;;4,2;;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;7,3;5,3;2007-01-24T11:18;2007-01-24T11:33;Pelagic;;;85;1;;;4,2;;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;7,3;5,3;2007-01-24T11:18;2007-01-24T11:33;Pelagic;;;110;1;;;4,2;;
Sylt-6 trawl 1;54,931667;8,394833;54,944;8,4145;7,3;5,3;2007-01-24T11:18;2007-01-24T11:33;Pelagic;;;125;1;;;4,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;68;;60;1;;;4,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;68;;65;1;;;4,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;68;;70;3;;;4,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;68;;75;1;;;4,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;68;;80;9;;;4,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;68;;90;4;;;4,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;68;;100;1;;;4,2;;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;68;;105;1;;;4,2;;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;14,2;7,7;2007-01-24T12:45;2007-01-24T13:00;Pelagic;73;;65;2;;;4,2;;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;14,2;7,7;2007-01-24T12:45;2007-01-24T13:00;Pelagic;73;;70;7;;;4,2;;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;14,2;7,7;2007-01-24T12:45;2007-01-24T13:00;Pelagic;73;;75;13;;;4,2;;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;14,2;7,7;2007-01-24T12:45;2007-01-24T13:00;Pelagic;73;;80;6;;;4,2;;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;14,2;7,7;2007-01-24T12:45;2007-01-24T13:00;Pelagic;73;;85;1;;;4,2;;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;14,2;7,7;2007-01-24T12:45;2007-01-24T13:00;Pelagic;73;;90;2;;;4,2;;
Sylt-3 trawl 2;55,028;8,450167;55,037667;8,457;1,2;2,3;2007-02-21T09:55;2007-02-21T10:10;Benthic;;;65;1;;;3,2;;
Sylt-3 trawl 2;55,028;8,450167;55,037667;8,457;1,2;2,3;2007-02-21T09:55;2007-02-21T10:10;Benthic;;;70;1;;;3,2;;
Sylt-3 trawl 2;55,028;8,450167;55,037667;8,457;1,2;2,3;2007-02-21T09:55;2007-02-21T10:10;Benthic;;;75;1;;;3,2;;
Sylt-3 trawl 2;55,028;8,450167;55,037667;8,457;1,2;2,3;2007-02-21T09:55;2007-02-21T10:10;Benthic;;;80;1;;;3,2;;
Sylt-3 trawl 2;55,028;8,450167;55,037667;8,457;1,2;2,3;2007-02-21T09:55;2007-02-21T10:10;Benthic;;;90;2;;;3,2;;
Sylt-3 trawl 2;55,028;8,450167;55,037667;8,457;1,2;2,3;2007-02-21T09:55;2007-02-21T10:10;Benthic;;;95;2;;;3,2;;
Sylt-3 trawl 2;55,028;8,450167;55,037667;8,457;1,2;2,3;2007-02-21T09:55;2007-02-21T10:10;Benthic;;;100;1;;;3,2;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;50;1;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;55;1;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;60;3;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;65;1;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;70;3;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;75;1;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;80;1;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;85;1;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;90;1;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;100;2;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;120;1;;;3,3;;
Sylt-1 trawl 2;55,05555;8,438433;55,0512;8,4534;13,3;13,9;2007-02-21T10:34;2007-02-21T10:49;Benthic;;;310;1;;;3,3;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;50;1;;;3,5;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;60;2;;;3,5;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;65;1;;;3,5;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;70;7;;;3,5;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;75;8;;;3,5;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;80;22;;;3,5;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;85;7;;;3,5;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;90;6;;;3,5;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;95;2;;;3,5;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;125;1;;;3,5;;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;140;1;;;3,5;;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;60;1;;;3,5;;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;65;2;;;3,5;;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;70;5;;;3,5;;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;75;1;;;3,5;;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;80;4;;;3,5;;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;85;1;;;3,5;;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;90;1;;;3,5;;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;110;1;;;3,5;;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;120;2;;;3,5;;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;70;2;;;3,5;;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;75;2;;;3,5;;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;80;6;;;3,5;;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;90;4;;;3,5;;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;100;1;;;3,5;;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;105;1;;;3,5;;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;110;2;;;3,5;;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;115;1;;;3,5;;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;14;8,4;2007-03-20T09:04;2007-03-20T09:19;Benthic;;;125;1;;;6,4;;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;55;1;;;6,4;;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;60;2;;;6,4;;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;65;1;;;6,4;;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;75;1;;;6,4;;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;80;3;;;6,4;;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;85;3;;;6,4;;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;90;2;;;6,4;;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;125;1;;;6,4;;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;250;1;;;6,4;;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;60;1;;;6;;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;65;1;;;6;;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;70;1;;;6;;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;75;2;;;6;;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;80;4;;;6;;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;85;1;;;6;;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;90;3;;;6;;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;105;1;;;6;;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;130;1;;;6;;
Sylt-2 trawl 3;55,036;8,463283;55,0316;8,46875;10,3;6,9;2007-03-20T11:48;2007-03-20T12:02;Benthic;;;65;1;;;6,4;;
Sylt-2 trawl 3;55,036;8,463283;55,0316;8,46875;10,3;6,9;2007-03-20T11:48;2007-03-20T12:02;Benthic;;;70;3;;;6,4;;
Sylt-2 trawl 3;55,036;8,463283;55,0316;8,46875;10,3;6,9;2007-03-20T11:48;2007-03-20T12:02;Benthic;;;80;2;;;6,4;;
Sylt-2 trawl 3;55,019283;8,4554;55,0319;8,468083;11,1;8,8;2007-03-20T12:42;2007-03-20T12:57;Pelagic;;;70;1;;;6,4;;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;85;2;;;7,3;;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;90;2;;;7,3;;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;100;1;;;7,3;;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;105;1;;;7,3;;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;110;2;;;7,3;;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;65;1;;;5,6;;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;70;3;;;5,6;;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;75;1;;;5,6;;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;80;1;;;5,6;;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;90;4;;;5,6;;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;95;1;;;5,6;;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;100;2;;;5,6;;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;110;1;;;5,6;;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;125;1;;;5,6;;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;230;2;;;5,6;ready to spawn;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;250;1;;;5,6;ready to spawn;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;260;3;;;5,6;ready to spawn;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;280;1;;;5,6;ready to spawn;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,2;5,4;2007-03-21T10:36;2007-03-21T10:51;Benthic;;;75;1;;;5;;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,2;5,4;2007-03-21T10:36;2007-03-21T10:51;Benthic;;;90;1;;;5;;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;75;1;;;5;;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;80;3;;;5;;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;95;1;;;5;;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;105;2;;;5;;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;110;1;;;5;;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;115;1;;;5;;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,1;5,3;2007-03-21T11:18;2007-03-21T11:33;Pelagic;;;125;1;;;5;;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;55;4;;;5,9;;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;60;5;;;5,9;;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;65;2;;;5,9;;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;70;4;;;5,9;;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;75;4;;;5,9;;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;80;2;;;5,9;;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,7;15,6;2007-03-21T12:45;2007-03-21T13:00;Benthic;;;95;1;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;55;6;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;60;11;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;65;7;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;70;7;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;75;1;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;80;2;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;90;5;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;100;1;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;105;1;;;5,9;;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;14,8;12,9;2007-03-21T13:50;2007-03-21T14:05;Pelagic;;;110;1;;;5,9;;
