Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);S. sprattus TL [mm];S. sprattus [#];Sal (PSU);Temp [Â°C] (at surface);Comment
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;70;1;28,7;1,5;
Sylt-9 trawl 1;54,997217;8,4948;54,988417;8,510483;6,1;4,8;2016-01-21T11:25;2016-01-21T11:40;Benthic;;;80;1;28,7;1,5;
Sylt-2 trawl 2;55,030667;8,4644;55,01715;8,449767;10,2;12,6;2016-02-24T09:10;2016-02-24T09:25;Pelagic;;;65;5;28,4;3,8;
Sylt-2 trawl 2;55,030667;8,4644;55,01715;8,449767;10,2;12,6;2016-02-24T09:10;2016-02-24T09:25;Pelagic;;;60;1;28,4;3,8;
Sylt-2 trawl 2;55,030667;8,4644;55,01715;8,449767;10,2;12,6;2016-02-24T09:10;2016-02-24T09:25;Pelagic;;;70;5;28,4;3,8;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,2;8,2;2016-02-24T10:15;2016-02-24T10:30;Benthic;;;80;1;29,1;3,7;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,2;8,2;2016-02-24T10:15;2016-02-24T10:30;Benthic;;;70;3;29,1;3,7;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,2;8,2;2016-02-24T10:15;2016-02-24T10:30;Benthic;;;100;1;29,1;3,7;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;5,6;8,1;2016-02-24T11:25;2016-02-24T11:40;Benthic;;;110;1;29,1;3,5;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;7,4;6,1;2016-02-24T11:52;2016-02-24T12:07;Pelagic;;;105;1;29,1;3,5;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;12,9;10,9;2016-02-24T12:42;2016-02-24T12:57;Pelagic;637;78;50;1;29,1;3,7;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;12,9;10,9;2016-02-24T12:42;2016-02-24T12:57;Pelagic;637;78;55;1;29,1;3,7;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;12,9;10,9;2016-02-24T12:42;2016-02-24T12:57;Pelagic;637;78;60;5;29,1;3,7;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;12,9;10,9;2016-02-24T12:42;2016-02-24T12:57;Pelagic;637;78;65;3;29,1;3,7;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;12,9;10,9;2016-02-24T12:42;2016-02-24T12:57;Pelagic;637;78;70;10;29,1;3,7;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;12,9;10,9;2016-02-24T12:42;2016-02-24T12:57;Pelagic;637;78;75;3;29,1;3,7;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;3,1;2016-04-05T08:43;2016-04-05T08:57;Benthic;8836;349;60;1;27,1;9,3;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;3,1;2016-04-05T08:43;2016-04-05T08:57;Benthic;8836;349;65;13;27,1;9,3;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;3,1;2016-04-05T08:43;2016-04-05T08:57;Benthic;8836;349;70;88;27,1;9,3;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;3,1;2016-04-05T08:43;2016-04-05T08:57;Benthic;8836;349;75;16;27,1;9,3;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;3,1;2016-04-05T08:43;2016-04-05T08:57;Benthic;8836;349;80;7;27,1;9,3;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;3,1;2016-04-05T08:43;2016-04-05T08:57;Benthic;8836;349;85;1;27,1;9,3;
Sylt-1 trawl 3;55,05585;8,439483;55,047833;84,63517;10,1;8,8;2016-04-05T09:17;2016-04-05T09:32;Pelagic;1603;132;60;3;27,2;8,1;
Sylt-1 trawl 3;55,05585;8,439483;55,047833;84,63517;10,1;8,8;2016-04-05T09:17;2016-04-05T09:32;Pelagic;1603;132;65;6;27,2;8,1;
Sylt-1 trawl 3;55,05585;8,439483;55,047833;84,63517;10,1;8,8;2016-04-05T09:17;2016-04-05T09:32;Pelagic;1603;132;70;31;27,2;8,1;
Sylt-1 trawl 3;55,05585;8,439483;55,047833;84,63517;10,1;8,8;2016-04-05T09:17;2016-04-05T09:32;Pelagic;1603;132;75;7;27,2;8,1;
Sylt-1 trawl 3;55,05585;8,439483;55,047833;84,63517;10,1;8,8;2016-04-05T09:17;2016-04-05T09:32;Pelagic;1603;132;80;2;27,2;8,1;
Sylt-8 trawl 2;55,065167;8,359333;55,071333;8,334667;21,9;18,5;2016-04-05T09:57;2016-04-05T10:12;Pelagic;;;65;1;27,5;8,3;
Sylt-8 trawl 2;55,065167;8,359333;55,071333;8,334667;21,9;18,5;2016-04-05T09:57;2016-04-05T10:12;Pelagic;;;70;26;27,5;8,3;
Sylt-8 trawl 2;55,065167;8,359333;55,071333;8,334667;21,9;18,5;2016-04-05T09:57;2016-04-05T10:12;Pelagic;;;75;12;27,5;8,3;
Sylt-8 trawl 2;55,065167;8,359333;55,071333;8,334667;21,9;18,5;2016-04-05T09:57;2016-04-05T10:12;Pelagic;;;80;8;27,5;8,3;
Sylt-8 trawl 2;55,065167;8,359333;55,071333;8,334667;21,9;18,5;2016-04-05T09:57;2016-04-05T10:12;Pelagic;;;100;1;27,5;8,3;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;20,4;14,6;2016-04-05T11:00;2016-04-05T11:15;Benthic;104;23;50;1;27,2;8,1;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;20,4;14,6;2016-04-05T11:00;2016-04-05T11:15;Benthic;104;23;70;6;27,2;8,1;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;13,1;13,4;2016-04-05T11:27;2016-04-05T11:42;Benthic;1888;145;60;2;27,7;8,3;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;13,1;13,4;2016-04-05T11:27;2016-04-05T11:42;Benthic;1888;145;65;3;27,7;8,3;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;13,1;13,4;2016-04-05T11:27;2016-04-05T11:42;Benthic;1888;145;70;30;27,7;8,3;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;13,1;13,4;2016-04-05T11:27;2016-04-05T11:42;Benthic;1888;145;75;6;27,7;8,3;
Sylt-2 trawl 3;55,036;8,46875;55,0316;8,463283;13,1;13,4;2016-04-05T11:27;2016-04-05T11:42;Benthic;1888;145;80;1;27,7;8,3;
Sylt-2 trawl 3;55,030667;8,4644;55,01715;8,449767;10,2;12,1;2016-04-05T11:53;2016-04-05T12:08;Pelagic;;;55;2;27,7;8,3;
Sylt-2 trawl 3;55,030667;8,4644;55,01715;8,449767;10,2;12,1;2016-04-05T11:53;2016-04-05T12:08;Pelagic;;;60;7;27,7;8,3;
Sylt-2 trawl 3;55,030667;8,4644;55,01715;8,449767;10,2;12,1;2016-04-05T11:53;2016-04-05T12:08;Pelagic;;;65;1;27,7;8,3;
Sylt-2 trawl 3;55,030667;8,4644;55,01715;8,449767;10,2;12,1;2016-04-05T11:53;2016-04-05T12:08;Pelagic;;;70;4;27,7;8,3;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,8;8,5;2016-04-06T09:06;2016-04-06T09:16;Benthic;4300;215;55;2;27,4;8,6;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,8;8,5;2016-04-06T09:06;2016-04-06T09:16;Benthic;4300;215;60;2;27,4;8,6;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,8;8,5;2016-04-06T09:06;2016-04-06T09:16;Benthic;4300;215;65;11;27,4;8,6;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,8;8,5;2016-04-06T09:06;2016-04-06T09:16;Benthic;4300;215;70;52;27,4;8,6;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,8;8,5;2016-04-06T09:06;2016-04-06T09:16;Benthic;4300;215;75;12;27,4;8,6;
Sylt-4 trawl 3;54,9865;8,439667;54,997167;8,43;12,8;8,5;2016-04-06T09:06;2016-04-06T09:16;Benthic;4300;215;85;1;27,4;8,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2,5;2016-04-06T09:48;2016-04-06T10:03;Benthic;784;196;60;6;27,3;9,8;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2,5;2016-04-06T09:48;2016-04-06T10:03;Benthic;784;196;65;18;27,3;9,8;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2,5;2016-04-06T09:48;2016-04-06T10:03;Benthic;784;196;70;53;27,3;9,8;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2,5;2016-04-06T09:48;2016-04-06T10:03;Benthic;784;196;75;4;27,3;9,8;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2,5;2016-04-06T09:48;2016-04-06T10:03;Benthic;784;196;80;4;27,3;9,8;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2,5;2016-04-06T09:48;2016-04-06T10:03;Benthic;784;196;85;1;27,3;9,8;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;2,6;2,5;2016-04-06T09:48;2016-04-06T10:03;Benthic;784;196;90;1;27,3;9,8;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;60;1;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;65;9;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;70;32;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;75;8;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;80;8;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;85;1;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;90;1;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;95;4;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;100;1;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;105;1;27,2;9,5;
Sylt-6 trawl 3;54,932333;8,395167;54,940667;8,405833;5,7;7,1;2016-04-06T10:12;2016-04-06T10:27;Benthic;;;110;1;27,2;9,5;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;7,5;7,5;2016-04-06T10:35;2016-04-06T10:50;Pelagic;;;70;5;27,2;9,5;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;7,5;7,5;2016-04-06T10:35;2016-04-06T10:50;Pelagic;;;75;4;27,2;9,5;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;7,5;7,5;2016-04-06T10:35;2016-04-06T10:50;Pelagic;;;65;1;27,2;9,5;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;13;8,8;2016-04-06T11:27;2016-04-06T11:42;Pelagic;477;150;45;1;27,3;8,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;13;8,8;2016-04-06T11:27;2016-04-06T11:42;Pelagic;477;150;50;4;27,3;8,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;13;8,8;2016-04-06T11:27;2016-04-06T11:42;Pelagic;477;150;55;20;27,3;8,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;13;8,8;2016-04-06T11:27;2016-04-06T11:42;Pelagic;477;150;60;14;27,3;8,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;13;8,8;2016-04-06T11:27;2016-04-06T11:42;Pelagic;477;150;65;5;27,3;8,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;13;8,8;2016-04-06T11:27;2016-04-06T11:42;Pelagic;477;150;70;23;27,3;8,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;13;8,8;2016-04-06T11:27;2016-04-06T11:42;Pelagic;477;150;75;3;27,3;8,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;13;8,8;2016-04-06T11:27;2016-04-06T11:42;Pelagic;477;150;80;1;27,3;8,8;
Sylt-4 trawl 3;55,000833;8,4315;54,9925;8,4365;13;8,8;2016-04-06T11:27;2016-04-06T11:42;Pelagic;477;150;100;1;27,3;8,8;
Sylt-9 trawl 2;54,997217;8,4948;54,988417;8,510483;4,8;4,7;2016-04-06T12:12;2016-04-06T12:27;Benthic;125;11;70;2;27,5;8,3;
Sylt-9 trawl 2;54,997217;8,4948;54,988417;8,510483;4,8;4,7;2016-04-06T12:12;2016-04-06T12:27;Benthic;125;11;80;1;27,5;8,3;
Sylt-9 trawl 2;54,997217;8,4948;54,988417;8,510483;4,8;4,6;2016-04-06T12:33;2016-04-06T12:48;Pelagic;;;50;2;27,5;8,3;
Sylt-9 trawl 2;54,997217;8,4948;54,988417;8,510483;4,8;4,6;2016-04-06T12:33;2016-04-06T12:48;Pelagic;;;55;1;27,5;8,3;
Sylt-9 trawl 2;54,997217;8,4948;54,988417;8,510483;4,8;4,6;2016-04-06T12:33;2016-04-06T12:48;Pelagic;;;60;1;27,5;8,3;
Sylt-9 trawl 2;54,997217;8,4948;54,988417;8,510483;4,8;4,6;2016-04-06T12:33;2016-04-06T12:48;Pelagic;;;65;4;27,5;8,3;
Sylt-9 trawl 2;54,997217;8,4948;54,988417;8,510483;4,8;4,6;2016-04-06T12:33;2016-04-06T12:48;Pelagic;;;70;18;27,5;8,3;
Sylt-9 trawl 2;54,997217;8,4948;54,988417;8,510483;4,8;4,6;2016-04-06T12:33;2016-04-06T12:48;Pelagic;;;75;4;27,5;8,3;
Sylt-9 trawl 2;54,997217;8,4948;54,988417;8,510483;4,8;4,6;2016-04-06T12:33;2016-04-06T12:48;Pelagic;;;85;1;27,5;8,3;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,6;3,1;2016-05-18T09:03;2016-05-18T09:18;Benthic;;;70;4;28,7;12,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,6;3,1;2016-05-18T09:03;2016-05-18T09:18;Benthic;;;60;1;28,7;12,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,6;3,1;2016-05-18T09:03;2016-05-18T09:18;Benthic;;;95;1;28,7;12,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,6;3,1;2016-05-18T09:03;2016-05-18T09:18;Benthic;;;80;8;28,7;12,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,6;3,1;2016-05-18T09:03;2016-05-18T09:18;Benthic;;;110;1;28,7;12,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,6;3,1;2016-05-18T09:03;2016-05-18T09:18;Benthic;;;75;1;28,7;12,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,6;3,1;2016-05-18T09:03;2016-05-18T09:18;Benthic;;;55;1;28,7;12,5;
Sylt-3 trawl 4;55,028;8,450167;55,037667;8,457;2,6;3,1;2016-05-18T09:03;2016-05-18T09:18;Benthic;;;65;1;28,7;12,5;
Sylt-1 trawl 4;55,05585;8,439483;55,047833;84,63517;13,4;10,4;2016-05-18T09:40;2016-05-18T09:55;Pelagic;;;75;1;28,8;12,8;
Sylt-1 trawl 4;55,05555;8,438433;55,0512;8,4534;12,8;14,2;2016-05-18T10:06;2016-05-18T10:21;Benthic;;;95;1;28,8;12,8;
Sylt-2 trawl 4;55,036;8,46875;55,0316;8,463283;11,5;10,7;2016-05-18T10:52;2016-05-18T11:07;Benthic;;;80;3;28,7;12,9;
Sylt-2 trawl 4;55,036;8,46875;55,0316;8,463283;11,5;10,7;2016-05-18T10:52;2016-05-18T11:07;Benthic;;;70;2;28,7;12,9;
Sylt-5 trawl 4;54,998667;8,427833;54,9925;8,426;8,1;4,8;2016-05-18T11:53;2016-05-18T12:08;Benthic;;;60;1;28,4;12,9;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;8,8;10,6;2016-05-19T09:08;2016-05-19T09:23;Benthic;;;85;1;28;13,2;
Sylt-4 trawl 4;54,9865;8,439667;54,997167;8,43;8,8;10,6;2016-05-19T09:08;2016-05-19T09:23;Benthic;;;70;1;28;13,2;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,8;4,7;2016-05-19T09:50;2016-05-19T10:05;Benthic;;;90;1;28,1;14;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,8;4,7;2016-05-19T09:50;2016-05-19T10:05;Benthic;;;80;2;28,1;14;
Sylt-7 trawl 4;54,940833;8,399833;54,948167;8,416333;5,8;4,7;2016-05-19T09:50;2016-05-19T10:05;Benthic;;;100;1;28,1;14;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;4;3,6;2016-06-07T08:18;2016-06-07T08:23;Benthic;;;85;1;29;19,7;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;4;3,6;2016-06-07T08:18;2016-06-07T08:23;Benthic;;;100;2;29;19,7;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;4;3,6;2016-06-07T08:18;2016-06-07T08:23;Benthic;;;90;2;29;19,7;
Sylt-3 trawl 5;55,028;8,450167;55,037667;8,457;4;3,6;2016-06-07T08:18;2016-06-07T08:23;Benthic;;;80;1;29;19,7;
Sylt-1 trawl 5;55,05555;8,438433;55,0512;8,4534;11,3;7,8;2016-06-07T08:54;2016-06-07T09:09;Benthic;;;70;1;29;19;
Sylt-1 trawl 5;55,05555;8,438433;55,0512;8,4534;11,3;7,8;2016-06-07T08:54;2016-06-07T09:09;Benthic;;;75;3;29;19;
Sylt-1 trawl 5;55,05555;8,438433;55,0512;8,4534;11,3;7,8;2016-06-07T08:54;2016-06-07T09:09;Benthic;;;80;4;29;19;
Sylt-1 trawl 5;55,05555;8,438433;55,0512;8,4534;11,3;7,8;2016-06-07T08:54;2016-06-07T09:09;Benthic;;;85;5;29;19;
Sylt-1 trawl 5;55,05555;8,438433;55,0512;8,4534;11,3;7,8;2016-06-07T08:54;2016-06-07T09:09;Benthic;;;90;4;29;19;
Sylt-1 trawl 5;55,05555;8,438433;55,0512;8,4534;11,3;7,8;2016-06-07T08:54;2016-06-07T09:09;Benthic;;;95;1;29;19;
Sylt-1 trawl 5;55,05555;8,438433;55,0512;8,4534;11,3;7,8;2016-06-07T08:54;2016-06-07T09:09;Benthic;;;105;1;29;19;
Sylt-1 trawl 5;55,05555;8,438433;55,0512;8,4534;11,3;7,8;2016-06-07T08:54;2016-06-07T09:09;Benthic;;;110;1;29;19;
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;75;5;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;80;7;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;85;5;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;90;7;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;95;10;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;100;18;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;105;14;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;110;17;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;115;4;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;120;3;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;125;1;30;19,2;outer net bag ripped
Sylt-8 trawl 3;55,065333;8,361333;55,070167;8,342833;5,4;5,2;2016-09-20T10:34;2016-09-20T10:55;Benthic;;;130;2;30;19,2;outer net bag ripped
Sylt-5 trawl 8;54,998667;8,427833;54,9925;8,426;1,5;2,48;2016-10-17T09:42;2016-10-17T09:58;Benthic;;;70;2;27,3;10,3;
Sylt-5 trawl 8;54,998667;8,427833;54,9925;8,426;1,5;2,48;2016-10-17T09:42;2016-10-17T09:58;Benthic;;;80;2;27,3;10,3;
Sylt-5 trawl 8;54,998667;8,427833;54,9925;8,426;1,5;2,48;2016-10-17T09:42;2016-10-17T09:58;Benthic;;;105;1;27,3;10,3;
Sylt-5 trawl 8;54,998667;8,427833;54,9925;8,426;1,5;2,48;2016-10-17T09:42;2016-10-17T09:58;Benthic;;;110;1;27,3;10,3;
Sylt-5 trawl 8;54,998667;8,427833;54,9925;8,426;1,5;2,48;2016-10-17T09:42;2016-10-17T09:58;Benthic;;;120;1;27,3;10,3;
Sylt-3 trawl 9;55,028;8,450167;55,037667;8,457;3,2;;2016-10-18T13:53;2016-10-18T14:08;Benthic;;;85;1;30,2;10,9;
Sylt-3 trawl 9;55,028;8,450167;55,037667;8,457;3,2;;2016-10-18T13:53;2016-10-18T14:08;Benthic;;;95;1;30,2;10,9;
Sylt-3 trawl 9;55,028;8,450167;55,037667;8,457;3,2;;2016-10-18T13:53;2016-10-18T14:08;Benthic;;;100;9;30,2;10,9;
Sylt-3 trawl 9;55,028;8,450167;55,037667;8,457;3,2;;2016-10-18T13:53;2016-10-18T14:08;Benthic;;;105;4;30,2;10,9;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;12,1;9,9;2016-11-17T09:25;2016-11-17T09:40;Benthic;2782;226;65;1;30;5,9;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;12,1;9,9;2016-11-17T09:25;2016-11-17T09:40;Benthic;2782;226;70;24;30;5,9;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;12,1;9,9;2016-11-17T09:25;2016-11-17T09:40;Benthic;2782;226;75;35;30;5,9;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;12,1;9,9;2016-11-17T09:25;2016-11-17T09:40;Benthic;2782;226;80;7;30;5,9;
Sylt-1 trawl 10;55,05555;8,438433;55,0512;8,4534;12,1;9,9;2016-11-17T09:25;2016-11-17T09:40;Benthic;2782;226;85;1;30;5,9;
Sylt-2 trawl 9;55,036;8,46875;55,0316;8,463283;9,2;10,4;2016-11-17T10:25;2016-11-17T10:40;Benthic;1146;90;65;1;29,2;5;
Sylt-2 trawl 9;55,036;8,46875;55,0316;8,463283;9,2;10,4;2016-11-17T10:25;2016-11-17T10:40;Benthic;1146;90;70;11;29,2;5;
Sylt-2 trawl 9;55,036;8,46875;55,0316;8,463283;9,2;10,4;2016-11-17T10:25;2016-11-17T10:40;Benthic;1146;90;75;7;29,2;5;
Sylt-2 trawl 9;55,036;8,46875;55,0316;8,463283;9,2;10,4;2016-11-17T10:25;2016-11-17T10:40;Benthic;1146;90;80;7;29,2;5;
Sylt-2 trawl 9;55,030667;8,4644;55,01715;8,449767;10,5;9,7;2016-11-17T10:52;2016-11-17T11:07;Pelagic;;;65;4;29,2;5;
Sylt-2 trawl 9;55,030667;8,4644;55,01715;8,449767;10,5;9,7;2016-11-17T10:52;2016-11-17T11:07;Pelagic;;;70;19;29,2;5;
Sylt-2 trawl 9;55,030667;8,4644;55,01715;8,449767;10,5;9,7;2016-11-17T10:52;2016-11-17T11:07;Pelagic;;;75;20;29,2;5;
Sylt-2 trawl 9;55,030667;8,4644;55,01715;8,449767;10,5;9,7;2016-11-17T10:52;2016-11-17T11:07;Pelagic;;;80;4;29,2;5;
Sylt-2 trawl 9;55,030667;8,4644;55,01715;8,449767;10,5;9,7;2016-11-17T10:52;2016-11-17T11:07;Pelagic;;;85;1;29,2;5;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;8,4;9,9;2016-11-17T11:27;2016-11-17T11:43;Benthic;;;60;1;28,9;5;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;8,4;9,9;2016-11-17T11:27;2016-11-17T11:43;Benthic;;;65;1;28,9;5;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;8,4;9,9;2016-11-17T11:27;2016-11-17T11:43;Benthic;;;70;3;28,9;5;
Sylt-4 trawl 9;54,9865;8,439667;54,997167;8,43;8,4;9,9;2016-11-17T11:27;2016-11-17T11:43;Benthic;;;75;7;28,9;5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;98;18;60;1;28,9;5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;98;18;75;2;28,9;5;
Sylt-5 trawl 9;54,998667;8,427833;54,9925;8,426;3,9;8,9;2016-11-17T12:20;2016-11-17T12:34;Benthic;98;18;80;3;28,9;5;
Sylt-3 trawl 11;55,028;8,450167;55,037667;8,457;4,2;5,6;2016-12-14T09:10;2016-12-14T09:25;Benthic;30;5;70;2;28;6,5;
Sylt-1 trawl 11;55,05555;8,438433;55,0512;8,4534;6,5;11,3;2016-12-14T10:44;2016-12-14T10:55;Benthic;;;55;1;28,2;6,4;
Sylt-1 trawl 11;55,05585;8,439483;55,047833;84,63517;11,3;10,5;2016-12-14T11:05;2016-12-14T11:20;Pelagic;;;60;7;27,8;6,4;
Sylt-1 trawl 11;55,05585;8,439483;55,047833;84,63517;11,3;10,5;2016-12-14T11:05;2016-12-14T11:20;Pelagic;;;65;2;27,8;6,4;
Sylt-1 trawl 11;55,05585;8,439483;55,047833;84,63517;11,3;10,5;2016-12-14T11:05;2016-12-14T11:20;Pelagic;;;70;6;27,8;6,4;
