Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);S. sprattus TL [mm];S. sprattus [#];Sal (PSU);Temp [Â°C] (at surface);Comment
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;3,2;7,3;2007-01-23T09:50;2007-01-23T10:06;Benthic;;;50;1;;7;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;3,2;7,3;2007-01-23T09:50;2007-01-23T10:06;Benthic;;;60;1;;7;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;3,2;7,3;2007-01-23T09:50;2007-01-23T10:06;Benthic;;;85;1;;7;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;3,2;7,3;2007-01-23T09:50;2007-01-23T10:06;Benthic;;;90;1;;7;
Sylt-3 trawl 1;55,028;8,450167;55,037667;8,457;3,2;7,3;2007-01-23T09:50;2007-01-23T10:06;Benthic;;;110;1;;7;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;50;2;;7;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;55;3;;7;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;60;5;;7;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;65;2;;7;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;70;2;;7;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;80;1;;7;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;100;1;;7;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;12,3;12,2;2007-01-23T11:30;2007-01-23T11:45;Benthic;;;120;1;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;50;8;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;55;3;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;60;8;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;75;5;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;80;5;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;85;2;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;90;2;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;120;1;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;150;1;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;65;6;;7;
Sylt-1 trawl 1;55,05685;8,43225;55,05415;8,444933;13,2;16;2007-01-23T12:11;2007-01-23T12:25;Pelagic;121;;70;4;;7;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;43;;50;7;;7;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;43;;55;10;;7;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;43;;60;10;;7;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;43;;65;5;;7;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;43;;70;3;;7;
Sylt-2 trawl 1;55,036;8,463283;55,0316;8,46875;12,7;9,8;2007-01-23T12:40;2007-01-23T12:55;Benthic;43;;75;1;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;45;4;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;50;22;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;55;43;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;60;31;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;65;12;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;70;10;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;80;17;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;85;5;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;90;4;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;100;1;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;110;2;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;120;1;;7;
Sylt-2 trawl 1;55,019283;8,4554;55,0319;8,468083;10;11;2007-01-23T13:42;2007-01-23T13:55;Pelagic;277;;75;14;;7;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;45;1;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;50;2;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;55;4;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;60;7;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;65;8;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;70;6;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;75;8;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;80;9;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;85;4;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;90;3;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;95;1;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;100;2;;4,2;
Sylt-5 trawl 1;54,998667;8,427833;54,9925;8,426;8;2,9;2007-01-24T09:10;2007-01-24T09:25;Benthic;;;110;1;;4,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,8;5,4;2007-01-24T10:37;2007-01-24T10:52;Benthic;;;55;1;;4,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;7,8;5,4;2007-01-24T10:37;2007-01-24T10:52;Benthic;;;60;3;;4,2;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;5;;50;2;;4,2;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;5;;55;1;;4,2;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;5;;60;1;;4,2;
Sylt-4 trawl 1;54,9865;8,439667;54,997167;8,43;11,7;9,8;2007-01-24T12:09;2007-01-24T12:24;Benthic;5;;65;1;;4,2;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;14,2;7,7;2007-01-24T12:45;2007-01-24T13:00;Pelagic;10;;50;1;;4,2;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;14,2;7,7;2007-01-24T12:45;2007-01-24T13:00;Pelagic;10;;60;1;;4,2;
Sylt-4 trawl 1;55,000833;8,4315;54,9925;8,4365;14,2;7,7;2007-01-24T12:45;2007-01-24T13:00;Pelagic;10;;65;5;;4,2;
Sylt-1 trawl 2;55,05685;8,43225;55,05415;8,444933;16,3;12,2;2007-02-21T11:10;2007-02-21T11:25;Pelagic;;;50;1;;3,2;
Sylt-1 trawl 2;55,05685;8,43225;55,05415;8,444933;16,3;12,2;2007-02-21T11:10;2007-02-21T11:25;Pelagic;;;55;7;;3,2;
Sylt-1 trawl 2;55,05685;8,43225;55,05415;8,444933;16,3;12,2;2007-02-21T11:10;2007-02-21T11:25;Pelagic;;;60;9;;3,2;
Sylt-1 trawl 2;55,05685;8,43225;55,05415;8,444933;16,3;12,2;2007-02-21T11:10;2007-02-21T11:25;Pelagic;;;65;2;;3,2;
Sylt-1 trawl 2;55,05685;8,43225;55,05415;8,444933;16,3;12,2;2007-02-21T11:10;2007-02-21T11:25;Pelagic;;;70;6;;3,2;
Sylt-1 trawl 2;55,05685;8,43225;55,05415;8,444933;16,3;12,2;2007-02-21T11:10;2007-02-21T11:25;Pelagic;;;75;1;;3,2;
Sylt-1 trawl 2;55,05685;8,43225;55,05415;8,444933;16,3;12,2;2007-02-21T11:10;2007-02-21T11:25;Pelagic;;;80;1;;3,2;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;10,2;10,1;2007-02-21T11:52;2007-02-21T12:08;Benthic;;;50;1;;3,2;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;10,2;10,1;2007-02-21T11:52;2007-02-21T12:08;Benthic;;;55;7;;3,2;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;10,2;10,1;2007-02-21T11:52;2007-02-21T12:08;Benthic;;;60;7;;3,2;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;10,2;10,1;2007-02-21T11:52;2007-02-21T12:08;Benthic;;;65;8;;3,2;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;10,2;10,1;2007-02-21T11:52;2007-02-21T12:08;Benthic;;;70;11;;3,2;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;10,2;10,1;2007-02-21T11:52;2007-02-21T12:08;Benthic;;;75;2;;3,2;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;10,2;10,1;2007-02-21T11:52;2007-02-21T12:08;Benthic;;;80;5;;3,2;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;10,2;10,1;2007-02-21T11:52;2007-02-21T12:08;Benthic;;;85;3;;3,2;
Sylt-2 trawl 2;55,036;8,463283;55,0316;8,46875;10,2;10,1;2007-02-21T11:52;2007-02-21T12:08;Benthic;;;90;2;;3,2;
Sylt-2 trawl 2;55,019283;8,4554;55,0319;8,468083;12,1;11;2007-02-21T12:30;2007-02-21T12:45;Pelagic;;;50;2;;3,2;
Sylt-2 trawl 2;55,019283;8,4554;55,0319;8,468083;12,1;11;2007-02-21T12:30;2007-02-21T12:45;Pelagic;;;55;21;;3,2;
Sylt-2 trawl 2;55,019283;8,4554;55,0319;8,468083;12,1;11;2007-02-21T12:30;2007-02-21T12:45;Pelagic;;;60;14;;3,2;
Sylt-2 trawl 2;55,019283;8,4554;55,0319;8,468083;12,1;11;2007-02-21T12:30;2007-02-21T12:45;Pelagic;;;65;17;;3,2;
Sylt-2 trawl 2;55,019283;8,4554;55,0319;8,468083;12,1;11;2007-02-21T12:30;2007-02-21T12:45;Pelagic;;;70;9;;3,2;
Sylt-2 trawl 2;55,019283;8,4554;55,0319;8,468083;12,1;11;2007-02-21T12:30;2007-02-21T12:45;Pelagic;;;75;1;;3,2;
Sylt-2 trawl 2;55,019283;8,4554;55,0319;8,468083;12,1;11;2007-02-21T12:30;2007-02-21T12:45;Pelagic;;;80;12;;3,2;
Sylt-2 trawl 2;55,019283;8,4554;55,0319;8,468083;12,1;11;2007-02-21T12:30;2007-02-21T12:45;Pelagic;;;85;1;;3,2;
Sylt-2 trawl 2;55,019283;8,4554;55,0319;8,468083;12,1;11;2007-02-21T12:30;2007-02-21T12:45;Pelagic;;;90;3;;3,2;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,8;13,2;2007-02-21T13:13;2007-02-21T13:28;Benthic;;;60;6;;3,2;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,8;13,2;2007-02-21T13:13;2007-02-21T13:28;Benthic;;;65;8;;3,2;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,8;13,2;2007-02-21T13:13;2007-02-21T13:28;Benthic;;;70;3;;3,2;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,8;13,2;2007-02-21T13:13;2007-02-21T13:28;Benthic;;;80;5;;3,2;
Sylt-4 trawl 2;54,9865;8,439667;54,997167;8,43;11,8;13,2;2007-02-21T13:13;2007-02-21T13:28;Benthic;;;90;1;;3,2;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;17,4;13,1;2007-02-21T14:05;2007-02-21T14:20;Pelagic;;;90;3;;3,2;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;17,4;13,1;2007-02-21T14:05;2007-02-21T14:20;Pelagic;;;50;3;;3,2;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;17,4;13,1;2007-02-21T14:05;2007-02-21T14:20;Pelagic;;;55;31;;3,2;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;17,4;13,1;2007-02-21T14:05;2007-02-21T14:20;Pelagic;;;60;29;;3,2;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;17,4;13,1;2007-02-21T14:05;2007-02-21T14:20;Pelagic;;;65;13;;3,2;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;17,4;13,1;2007-02-21T14:05;2007-02-21T14:20;Pelagic;;;70;11;;3,2;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;17,4;13,1;2007-02-21T14:05;2007-02-21T14:20;Pelagic;;;75;4;;3,2;
Sylt-4 trawl 2;55,000833;8,4315;54,9925;8,4365;17,4;13,1;2007-02-21T14:05;2007-02-21T14:20;Pelagic;;;80;7;;3,2;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;5,3;2,4;2007-02-21T15:00;2007-02-21T15:15;Benthic;;;50;4;;3,2;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;5,3;2,4;2007-02-21T15:00;2007-02-21T15:15;Benthic;;;55;12;;3,2;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;5,3;2,4;2007-02-21T15:00;2007-02-21T15:15;Benthic;;;60;10;;3,2;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;5,3;2,4;2007-02-21T15:00;2007-02-21T15:15;Benthic;;;65;5;;3,2;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;5,3;2,4;2007-02-21T15:00;2007-02-21T15:15;Benthic;;;70;8;;3,2;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;5,3;2,4;2007-02-21T15:00;2007-02-21T15:15;Benthic;;;75;2;;3,2;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;5,3;2,4;2007-02-21T15:00;2007-02-21T15:15;Benthic;;;80;2;;3,2;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;5,3;2,4;2007-02-21T15:00;2007-02-21T15:15;Benthic;;;85;1;;3,2;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;5,3;2,4;2007-02-21T15:00;2007-02-21T15:15;Benthic;;;90;1;;3,2;
Sylt-5 trawl 2;54,998667;8,427833;54,9925;8,426;5,3;2,4;2007-02-21T15:00;2007-02-21T15:15;Benthic;;;100;1;;3,2;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;55;2;;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;60;18;;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;65;10;;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;70;4;;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;75;1;;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;80;6;;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;85;3;;3,5;
Sylt-7 trawl 2;54,940833;8,399833;54,948167;8,416333;3;2,1;2007-02-22T10:30;2007-02-22T10:45;Benthic;;;95;5;;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;60;4;;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;65;3;;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;70;3;;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;90;1;;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;100;2;;3,5;
Sylt-6 trawl 2;54,932333;8,395167;54,940667;8,405833;6,7;8,4;2007-02-22T11:27;2007-02-22T11:43;Benthic;;;110;2;;3,5;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;60;3;;3,5;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;70;1;;3,5;
Sylt-6 trawl 2;54,931667;8,394833;54,944;8,4145;5,4;9;2007-02-22T12:17;2007-02-22T12:32;Pelagic;;;100;1;;3,5;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;14;8,4;2007-03-20T09:04;2007-03-20T09:19;Benthic;;;65;3;;6,4;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;14;8,4;2007-03-20T09:04;2007-03-20T09:19;Benthic;;;70;4;;6,4;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;14;8,4;2007-03-20T09:04;2007-03-20T09:19;Benthic;;;95;1;;6,4;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;14;8,4;2007-03-20T09:04;2007-03-20T09:19;Benthic;;;100;1;;6,4;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;14;8,4;2007-03-20T09:04;2007-03-20T09:19;Benthic;;;105;2;;6,4;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;14;8,4;2007-03-20T09:04;2007-03-20T09:19;Benthic;;;110;1;;6,4;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;75;5;;6,4;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;50;4;;6,4;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;55;4;;6,4;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;60;8;;6,4;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;65;8;;6,4;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;70;5;;6,4;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;105;1;;6,4;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;110;1;;6,4;
Sylt-1 trawl 3;55,05685;8,43225;55,05415;8,444933;12;22;2007-03-20T10:00;2007-03-20T10:15;Pelagic;;;80;2;;6,4;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;50;1;;6;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;55;3;;6;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;60;2;;6;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;65;3;;6;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;70;7;;6;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;75;5;;6;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;110;1;;6;
Sylt-3 trawl 3;55,028;8,450167;55,037667;8,457;3,2;1,6;2007-03-20T10:42;2007-03-20T10:57;Benthic;;;120;1;;6;
Sylt-2 trawl 3;55,036;8,463283;55,0316;8,46875;10,3;6,9;2007-03-20T11:48;2007-03-20T12:02;Benthic;;;55;1;;6,4;
Sylt-2 trawl 3;55,036;8,463283;55,0316;8,46875;10,3;6,9;2007-03-20T11:48;2007-03-20T12:02;Benthic;;;60;7;;6,4;
Sylt-2 trawl 3;55,036;8,463283;55,0316;8,46875;10,3;6,9;2007-03-20T11:48;2007-03-20T12:02;Benthic;;;65;4;;6,4;
Sylt-2 trawl 3;55,036;8,463283;55,0316;8,46875;10,3;6,9;2007-03-20T11:48;2007-03-20T12:02;Benthic;;;80;1;;6,4;
Sylt-2 trawl 3;55,019283;8,4554;55,0319;8,468083;11,1;8,8;2007-03-20T12:42;2007-03-20T12:57;Pelagic;;;45;1;;6,4;
Sylt-2 trawl 3;55,019283;8,4554;55,0319;8,468083;11,1;8,8;2007-03-20T12:42;2007-03-20T12:57;Pelagic;;;50;2;;6,4;
Sylt-2 trawl 3;55,019283;8,4554;55,0319;8,468083;11,1;8,8;2007-03-20T12:42;2007-03-20T12:57;Pelagic;;;55;2;;6,4;
Sylt-2 trawl 3;55,019283;8,4554;55,0319;8,468083;11,1;8,8;2007-03-20T12:42;2007-03-20T12:57;Pelagic;;;60;2;;6,4;
Sylt-2 trawl 3;55,019283;8,4554;55,0319;8,468083;11,1;8,8;2007-03-20T12:42;2007-03-20T12:57;Pelagic;;;65;3;;6,4;
Sylt-2 trawl 3;55,019283;8,4554;55,0319;8,468083;11,1;8,8;2007-03-20T12:42;2007-03-20T12:57;Pelagic;;;70;2;;6,4;
Sylt-2 trawl 3;55,019283;8,4554;55,0319;8,468083;11,1;8,8;2007-03-20T12:42;2007-03-20T12:57;Pelagic;;;75;1;;6,4;
Sylt-2 trawl 3;55,019283;8,4554;55,0319;8,468083;11,1;8,8;2007-03-20T12:42;2007-03-20T12:57;Pelagic;;;85;1;;6,4;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;50;4;;7,3;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;55;21;;7,3;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;60;20;;7,3;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;65;3;;7,3;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;70;6;;7,3;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;80;1;;7,3;
Sylt-5 trawl 3;54,998667;8,427833;54,9925;8,426;5,8;2,6;2007-03-20T13:20;2007-03-20T13:35;Benthic;;;85;1;;7,3;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;55;2;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;60;5;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;65;6;;5,6;
Sylt-7 trawl 3;54,940833;8,399833;54,948167;8,416333;3,8;3,6;2007-03-21T10:00;2007-03-21T10:15;Benthic;;;70;7;;5,6;
