Sample label;Latitude (start of trawl);Longitude (start of trawl);Latitude 2 (end of trawl);Longitude 2 (end of trawl);Bathy depth [m] (start of trawl);Bathy depth [m] (end of trawl);Date/Time (start of trawl);Date/Time (end of trawl);Habitat;Mass [g] (total);Mass [g] (subsample);O. eperlanus TL [mm];O. eperlanus [#];Sal (PSU);Temp [Â°C] (at surface);
Sylt-2 trawl 8;55,036;8,4688;55,0316;8,4633;5,9;10,3;2012-08-20T12:52;2012-08-20T13:12;Benthic;;;125;1;29,3;21,1;
Sylt-6 trawl 8;54,9323;8,3952;54,9407;8,4058;6,5;4,5;2012-08-21T11:18;2012-08-21T11:33;Benthic;;;180;1;29,3;21,4;
Sylt-1 trawl 9;55,0558;8,4395;55,0478;8,4635;12,2;10,6;2012-09-19T09:15;2012-09-19T09:30;Pelagic;;;75;1;29,9;15;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;;;40;1;29,5;14,8;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;;;55;1;29,5;14,8;
Sylt-2 trawl 9;55,0307;8,4644;55,0172;8,4498;7,4;9,7;2012-09-19T10:11;2012-09-19T10:26;Pelagic;;;75;1;29,5;14,8;
Sylt-6 trawl 9;54,9323;8,3952;54,9407;8,4058;6,1;6,6;2012-09-20T10:50;2012-09-20T10:05;Benthic;;;190;1;29,7;13,7;
Sylt-1 trawl 10;55,0555;8,4384;55,0512;8,4534;7,6;12,9;2012-10-24T09:47;2012-10-24T10:02;Benthic;;;240;1;29,2;11,5;
Sylt-3 trawl 10;55,0289;8,4608;55,0289;8,4608;4,6;5;2012-10-24T08:38;2012-10-24T08:53;Benthic;;;155;1;28;11,3;
Sylt-5 trawl 10;54,9987;8,4278;54,9925;8,426;4,2;2,5;2012-10-24T09:00;2012-10-24T09:15;Benthic;;;175;1;27,2;11;
Sylt-5 trawl 10;54,9987;8,4278;54,9925;8,426;4,2;2,5;2012-10-24T09:00;2012-10-24T09:15;Benthic;;;185;1;27,2;11;
Sylt-2 trawl 11;55,036;8,4688;55,0316;8,4633;7,3;7,9;2012-12-05T10:26;2012-12-05T10:41;Benthic;;;85;1;27,3;3,3;
Sylt-2 trawl 11;55,036;8,4688;55,0316;8,4633;7,3;7,9;2012-12-05T10:26;2012-12-05T10:41;Benthic;;;80;1;27,3;3,3;
Sylt-2 trawl 11;55,036;8,4688;55,0316;8,4633;7,3;7,9;2012-12-05T10:26;2012-12-05T10:41;Benthic;;;75;1;27,3;3,3;
Sylt-4 trawl 11;54,9865;8,4397;54,9972;8,43;6,3;9,5;2012-12-05T11:58;2012-12-05T12:13;Benthic;;;70;2;26,1;1,6;
Sylt-1 trawl 11;55,0555;8,4384;55,0512;8,4534;15,4;8,8;2012-12-05T09:25;2012-12-05T09:40;Benthic;;;200;1;28,4;4,2;
Sylt-1 trawl 11;55,0555;8,4384;55,0512;8,4534;15,4;8,8;2012-12-05T09:25;2012-12-05T09:40;Benthic;;;90;1;28,4;4,2;
Sylt-4 trawl 11;55,0008;8,4315;54,9925;8,4365;9,7;9,1;2012-12-05T12:25;2012-12-05T12:40;Pelagic;;;70;1;26,1;1,6;
Sylt-5 trawl 11;54,9987;8,4278;54,9925;8,426;10,3;3,2;2012-12-06T09:35;2012-12-06T09:50;Benthic;;;60;1;27,2;2,7;
Sylt-5 trawl 11;54,9987;8,4278;54,9925;8,426;10,3;3,2;2012-12-06T09:35;2012-12-06T09:50;Benthic;;;75;1;27,2;2,7;
Sylt-5 trawl 11;54,9987;8,4278;54,9925;8,426;10,3;3,2;2012-12-06T09:35;2012-12-06T09:50;Benthic;;;80;1;27,2;2,7;
Sylt-5 trawl 11;54,9987;8,4278;54,9925;8,426;10,3;3,2;2012-12-06T09:35;2012-12-06T09:50;Benthic;;;90;1;27,2;2,7;
Sylt-5 trawl 11;54,9987;8,4278;54,9925;8,426;10,3;3,2;2012-12-06T09:35;2012-12-06T09:50;Benthic;;;100;2;27,2;2,7;
Sylt-5 trawl 11;54,9987;8,4278;54,9925;8,426;10,3;3,2;2012-12-06T09:35;2012-12-06T09:50;Benthic;;;110;1;27,2;2,7;
Sylt-5 trawl 11;54,9987;8,4278;54,9925;8,426;10,3;3,2;2012-12-06T09:35;2012-12-06T09:50;Benthic;;;220;1;27,2;2,7;
Sylt-6 trawl 11;54,9323;8,3952;54,9407;8,4058;7,2;5,6;2012-12-06T11:26;2012-12-06T11:41;Benthic;;;80;1;25;-0,6;
Sylt-6 trawl 11;54,9323;8,3952;54,9407;8,4058;7,2;5,6;2012-12-06T11:26;2012-12-06T11:41;Benthic;;;90;1;25;-0,6;
Sylt-6 trawl 11;54,9323;8,3952;54,9407;8,4058;7,2;5,6;2012-12-06T11:26;2012-12-06T11:41;Benthic;;;130;1;25;-0,6;
Sylt-6 trawl 11;54,9323;8,3952;54,9407;8,4058;7,2;5,6;2012-12-06T11:26;2012-12-06T11:41;Benthic;;;170;1;25;-0,6;
Sylt-6 trawl 11;54,9323;8,3952;54,9407;8,4058;7,2;5,6;2012-12-06T11:26;2012-12-06T11:41;Benthic;;;180;1;25;-0,6;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;70;1;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;75;1;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;80;2;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;85;2;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;90;1;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;95;2;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;100;3;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;105;1;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;110;1;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;120;3;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;155;1;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;165;3;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;170;1;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;180;1;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;190;2;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;210;1;25,3;-0,2;
Sylt-7 trawl 11;54,9408;8,3998;54,9482;8,4163;4,2;2,5;2012-12-06T10:30;2012-12-06T10:45;Benthic;;;220;1;25,3;-0,2;
Sylt-6 trawl 11;54,9317;8,3948;54,944;8,4145;6,1;6,8;2012-12-06T10:58;2012-12-06T11:13;Pelagic;;;100;1;25;-0,6;
Sylt-6 trawl 11;54,9317;8,3948;54,944;8,4145;6,1;6,8;2012-12-06T10:58;2012-12-06T11:13;Pelagic;;;110;1;25;-0,6;
Sylt-6 trawl 11;54,9317;8,3948;54,944;8,4145;6,1;6,8;2012-12-06T10:58;2012-12-06T11:13;Pelagic;;;130;1;25;-0,6;
Sylt-6 trawl 11;54,9317;8,3948;54,944;8,4145;6,1;6,8;2012-12-06T10:58;2012-12-06T11:13;Pelagic;;;150;1;25;-0,6;
Sylt-6 trawl 11;54,9317;8,3948;54,944;8,4145;6,1;6,8;2012-12-06T10:58;2012-12-06T11:13;Pelagic;;;170;1;25;-0,6;
Sylt-6 trawl 11;54,9317;8,3948;54,944;8,4145;6,1;6,8;2012-12-06T10:58;2012-12-06T11:13;Pelagic;;;175;1;25;-0,6;
Sylt-4 trawl 4;55,0289;8,4608;55,0383;8,4608;3,2;7,3;05.02.2013;;Benthic;;;70;1;28,6;2;
Sylt-3 trawl 5;55,0556;8,4384;55,0512;8,4534;12,3;12,2;05.02.2013;;Benthic;;;60;1;28,8;2;
Sylt-3 trawl 5;55,0556;8,4384;55,0512;8,4534;12,3;12,2;05.02.2013;;Benthic;;;65;1;28,8;2;
Sylt-3 trawl 5;55,0556;8,4384;55,0512;8,4534;12,3;12,2;05.02.2013;;Benthic;;;70;2;28,8;2;
Sylt-3 trawl 5;55,0556;8,4384;55,0512;8,4534;12,3;12,2;05.02.2013;;Benthic;;;80;2;28,8;2;
Sylt-3 trawl 5;55,0556;8,4384;55,0512;8,4534;12,3;12,2;05.02.2013;;Benthic;;;85;1;28,8;2;
Sylt-3 trawl 5;55,0556;8,4384;55,0512;8,4534;12,3;12,2;05.02.2013;;Benthic;;;90;3;28,8;2;
Sylt-7 trawl 2;54,9865;8,4397;54,9972;8,43;11,7;9,8;25.02.2013;;Benthic;;;75;1;26,5;0,1;
Sylt-7 trawl 2;54,9865;8,4397;54,9972;8,43;11,7;9,8;25.02.2013;;Benthic;;;80;1;26,5;0,1;
Sylt-7 trawl 2;54,9865;8,4397;54,9972;8,43;11,7;9,8;25.02.2013;;Benthic;;;85;1;26,5;0,1;
Sylt-8 trawl 1;55,0289;8,4608;55,0383;8,4608;3,2;7,3;25.02.2013;;Benthic;;;80;1;24,9;-0,1;
Sylt-7 trawl 4;55,036;8,4688;55,0316;8,4633;12,7;9,8;25.02.2013;;Benthic;;;60;1;26,6;0,1;
Sylt-7 trawl 4;55,036;8,4688;55,0316;8,4633;12,7;9,8;25.02.2013;;Benthic;;;65;3;26,6;0,1;
Sylt-7 trawl 4;55,036;8,4688;55,0316;8,4633;12,7;9,8;25.02.2013;;Benthic;;;75;2;26,6;0,1;
Sylt-4 trawl 2;55,0008;8,4315;54,9925;8,4365;14,2;7,7;25.02.2013;;Pelagic;;;65;2;26,5;0,1;
Sylt-4 trawl 2;55,0008;8,4315;54,9925;8,4365;14,2;7,7;25.02.2013;;Pelagic;;;70;2;26,5;0,1;
Sylt-4 trawl 2;55,0008;8,4315;54,9925;8,4365;14,2;7,7;25.02.2013;;Pelagic;;;80;1;26,5;0,1;
Sylt-4 trawl 2;55,0008;8,4315;54,9925;8,4365;14,2;7,7;25.02.2013;;Pelagic;;;85;1;26,5;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;26.02.2013;;Benthic;;;70;1;22,8;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;26.02.2013;;Benthic;;;90;2;22,8;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;26.02.2013;;Benthic;;;105;1;22,8;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;26.02.2013;;Benthic;;;110;1;22,8;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;26.02.2013;;Benthic;;;140;1;22,8;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;26.02.2013;;Benthic;;;150;2;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;80;5;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;85;2;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;90;3;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;95;4;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;100;3;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;105;2;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;110;3;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;115;1;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;120;3;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;125;3;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;130;5;22,8;0,1;
Sylt-1 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;135;6;22,8;0,1;
Sylt-2 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;140;5;22,8;0,1;
Sylt-2 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;145;2;22,8;0,1;
Sylt-2 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;26.02.2013;;Benthic;;;150;4;22,8;0,1;
Sylt-5 trawl 3;54,9987;8,4278;54,9925;8,426;8;2,9;26.02.2013;;Benthic;;;70;1;25,1;0;
Sylt-5 trawl 3;54,9987;8,4278;54,9925;8,426;8;2,9;26.02.2013;;Benthic;;;75;3;25,1;0;
Sylt-5 trawl 3;54,9987;8,4278;54,9925;8,426;8;2,9;26.02.2013;;Benthic;;;80;2;25,1;0;
Sylt-5 trawl 3;54,9987;8,4278;54,9925;8,426;8;2,9;26.02.2013;;Benthic;;;85;2;25,1;0;
Sylt-5 trawl 3;54,9987;8,4278;54,9925;8,426;8;2,9;26.02.2013;;Benthic;;;100;2;25,1;0;
Sylt-5 trawl 3;54,9987;8,4278;54,9925;8,426;8;2,9;26.02.2013;;Benthic;;;105;1;25,1;0;
Sylt-5 trawl 3;54,9987;8,4278;54,9925;8,426;8;2,9;26.02.2013;;Benthic;;;110;2;25,1;0;
Sylt-6 trawl 2;54,9317;8,3948;54,944;8,4145;7,3;5,3;26.02.2013;;Pelagic;;;75;1;22,8;0,1;
Sylt-6 trawl 2;54,9317;8,3948;54,944;8,4145;7,3;5,3;26.02.2013;;Pelagic;;;80;1;22,8;0,1;
Sylt-6 trawl 2;54,9317;8,3948;54,944;8,4145;7,3;5,3;26.02.2013;;Pelagic;;;95;1;22,8;0,1;
Sylt-6 trawl 2;54,9317;8,3948;54,944;8,4145;7,3;5,3;26.02.2013;;Pelagic;;;120;1;22,8;0,1;
Sylt-6 trawl 2;54,9317;8,3948;54,944;8,4145;7,3;5,3;26.02.2013;;Pelagic;;;145;1;22,8;0,1;
Sylt-6 trawl 2;54,9317;8,3948;54,944;8,4145;7,3;5,3;26.02.2013;;Pelagic;;;180;1;22,8;0,1;
Sylt-9 trawl 1;55,036;8,4688;55,0316;8,4633;12,7;9,8;27.03.2013;;Benthic;;;70;2;28,3;-0,1;
Sylt-9 trawl 1;55,036;8,4688;55,0316;8,4633;12,7;9,8;27.03.2013;;Benthic;;;75;1;28,3;-0,1;
Sylt-9 trawl 1;55,036;8,4688;55,0316;8,4633;12,7;9,8;27.03.2013;;Benthic;;;90;1;28,3;-0,1;
Sylt-9 trawl 1;55,036;8,4688;55,0316;8,4633;12,7;9,8;27.03.2013;;Benthic;;;100;1;28,3;-0,1;
Sylt-4 trawl 5;55,0556;8,4384;55,0512;8,4534;12,3;12,2;27.03.2013;;Benthic;;;80;1;28,5;-0,1;
Sylt-2 trawl 3;55,0307;8,4644;55,0172;8,4498;10;11;27.03.2013;;Pelagic;;;95;1;28,3;-0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;70;1;26,1;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;75;1;26,1;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;80;2;26,1;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;85;1;26,1;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;90;2;26,1;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;95;1;26,1;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;100;5;26,1;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;120;2;26,1;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;125;1;26,1;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;130;1;26,1;0,1;
Sylt-1 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.03.2013;;Benthic;;;140;1;26,1;0,1;
Sylt-3 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;70;1;26,1;0,1;
Sylt-3 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;75;1;26,1;0,1;
Sylt-3 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;80;4;26,1;0,1;
Sylt-3 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;85;6;26,1;0,1;
Sylt-3 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;90;9;26,1;0,1;
Sylt-3 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;95;4;26,1;0,1;
Sylt-3 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;100;8;26,1;0,1;
Sylt-3 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;105;2;26,1;0,1;
Sylt-3 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;110;3;26,1;0,1;
Sylt-4 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;120;7;26,1;0,1;
Sylt-4 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;130;1;26,1;0,1;
Sylt-4 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;135;1;26,1;0,1;
Sylt-4 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;28.03.2013;;Benthic;3500;500;140;6;26,1;0,1;
Sylt-7 trawl 3;54,9987;8,4278;54,9925;8,426;8;2,9;28.03.2013;;Benthic;;;95;2;26,8;0,5;
Sylt-7 trawl 3;54,9987;8,4278;54,9925;8,426;8;2,9;28.03.2013;;Benthic;;;115;1;26,8;0,5;
Sylt-6 trawl 3;54,9317;8,3948;54,944;8,4145;7,3;5,3;28.03.2013;;Pelagic;1240;300;80;1;26,1;0,1;
Sylt-6 trawl 3;54,9317;8,3948;54,944;8,4145;7,3;5,3;28.03.2013;;Pelagic;1240;300;90;7;26,1;0,1;
Sylt-6 trawl 3;54,9317;8,3948;54,944;8,4145;7,3;5,3;28.03.2013;;Pelagic;1240;300;100;2;26,1;0,1;
Sylt-6 trawl 3;54,9317;8,3948;54,944;8,4145;7,3;5,3;28.03.2013;;Pelagic;1240;300;105;1;26,1;0,1;
Sylt-6 trawl 3;54,9317;8,3948;54,944;8,4145;7,3;5,3;28.03.2013;;Pelagic;1240;300;110;4;26,1;0,1;
Sylt-6 trawl 3;54,9317;8,3948;54,944;8,4145;7,3;5,3;28.03.2013;;Pelagic;1240;300;120;5;26,1;0,1;
Sylt-6 trawl 3;54,9317;8,3948;54,944;8,4145;7,3;5,3;28.03.2013;;Pelagic;1240;300;130;6;26,1;0,1;
Sylt-6 trawl 3;54,9317;8,3948;54,944;8,4145;7,3;5,3;28.03.2013;;Pelagic;1240;300;135;2;26,1;0,1;
Sylt-6 trawl 3;54,9317;8,3948;54,944;8,4145;7,3;5,3;28.03.2013;;Pelagic;1240;300;140;1;26,1;0,1;
Sylt-2 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;25.04.2013;;Benthic;;;65;1;29,7;9,7;
Sylt-3 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;25.04.2013;;Benthic;;;70;1;29,7;9,7;
Sylt-3 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;25.04.2013;;Benthic;;;75;1;29,7;9,7;
Sylt-3 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;25.04.2013;;Benthic;;;85;1;29,7;9,7;
Sylt-3 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;25.04.2013;;Benthic;;;100;1;29,7;9,7;
Sylt-3 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;25.04.2013;;Benthic;;;120;1;29,7;9,7;
Sylt-5 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;25.04.2013;;Benthic;;;70;1;29,7;9,7;
Sylt-5 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;25.04.2013;;Benthic;;;75;1;29,7;9,7;
Sylt-5 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;25.04.2013;;Benthic;;;80;2;29,7;9,7;
Sylt-5 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;25.04.2013;;Benthic;;;90;2;29,7;9,7;
Sylt-5 trawl 2;54,9408;8,3998;54,9482;8,4163;2,8;2,8;25.04.2013;;Benthic;;;130;1;29,7;9,7;
Sylt-1 trawl 4;54,9987;8,4278;54,9925;8,426;8;2,9;25.04.2013;;Benthic;;;95;1;29,8;9,2;
Sylt-6 trawl 4;54,9317;8,3948;54,944;8,4145;7,3;5,3;25.04.2013;;Pelagic;;;70;1;29,7;9,7;
Sylt-6 trawl 4;54,9317;8,3948;54,944;8,4145;7,3;5,3;25.04.2013;;Pelagic;;;75;1;29,7;9,7;
Sylt-1 trawl 3;54,9865;8,4397;54,9972;8,43;11,7;9,8;27.05.2013;;Benthic;;;60;1;30,1;13,6;
Sylt-2 trawl 3;54,9865;8,4397;54,9972;8,43;11,7;9,8;27.05.2013;;Benthic;;;75;1;30,1;13,6;
Sylt-2 trawl 3;54,9865;8,4397;54,9972;8,43;11,7;9,8;27.05.2013;;Benthic;;;85;1;30,1;13,6;
Sylt-2 trawl 3;54,9865;8,4397;54,9972;8,43;11,7;9,8;27.05.2013;;Benthic;;;95;1;30,1;13,6;
Sylt-2 trawl 3;54,9865;8,4397;54,9972;8,43;11,7;9,8;27.05.2013;;Benthic;;;120;1;30,1;13,6;
Sylt-4 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.05.2013;;Benthic;;;100;1;30,1;13,8;
Sylt-4 trawl 1;54,9323;8,3952;54,9407;8,4058;7,8;5,4;28.05.2013;;Benthic;;;125;1;30,1;13,8;
Sylt-1 trawl 1;55,05555;8,438433;55,0512;8,4534;16,3;9,8;2014-05-07T09:50;2014-05-07T10:05;Benthic;;;120;1;29,7;11,7;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;9,5;10,8;2014-05-07T14:05;2014-05-07T14:15;Benthic;;;90;1;28,5;12,1;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;9,5;10,8;2014-05-07T14:05;2014-05-07T14:15;Benthic;;;95;1;28,5;12,1;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;9,5;10,8;2014-05-07T14:05;2014-05-07T14:15;Benthic;;;100;2;28,5;12,1;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;9,5;10,8;2014-05-07T14:05;2014-05-07T14:15;Benthic;;;105;1;28,5;12,1;
Sylt-2 trawl 1;55,036;8,46875;55,0316;8,463283;9,5;10,8;2014-05-07T14:05;2014-05-07T14:15;Benthic;;;140;1;28,5;12,1;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,4;8,2;2014-05-08T10:05;2014-05-08T10:15;Benthic;;;90;1;28,4;12,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,4;8,2;2014-05-08T10:05;2014-05-08T10:15;Benthic;;;100;1;28,4;12,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,4;8,2;2014-05-08T10:05;2014-05-08T10:15;Benthic;;;105;2;28,4;12,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,4;8,2;2014-05-08T10:05;2014-05-08T10:15;Benthic;;;110;1;28,4;12,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,4;8,2;2014-05-08T10:05;2014-05-08T10:15;Benthic;;;125;1;28,4;12,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,4;8,2;2014-05-08T10:05;2014-05-08T10:15;Benthic;;;130;1;28,4;12,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,4;8,2;2014-05-08T10:05;2014-05-08T10:15;Benthic;;;135;1;28,4;12,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,4;8,2;2014-05-08T10:05;2014-05-08T10:15;Benthic;;;140;1;28,4;12,2;
Sylt-6 trawl 1;54,932333;8,395167;54,940667;8,405833;6,4;8,2;2014-05-08T10:05;2014-05-08T10:15;Benthic;;;150;1;28,4;12,2;
Sylt-1 trawl 3;55,05555;8,438433;55,0512;8,4534;12,6;15,6;2014-09-08T10:25;2014-09-08T10:40;Benthic;;;140;1;29,9;17,2;
Sylt-4 trawl 3;54,9865;8,439667;54,9865;8,43;11,1;10,2;2014-09-10T11:40;2014-09-10T11:55;Benthic;;;150;1;28,7;16,7;
Sylt-6 trawl 3;54,931667;8,394833;54,944;8,4145;5,6;4,7;2014-09-10T10:55;2014-09-10T11:10;Pelagic;;;120;2;29,1;16,4;
